q_id,q_string,df1_answer_list,top_20_vss_array,combined_answer_list,ground_truths,total_answers,retrieved_count,missed_count,recall,hit@1,hit@5,hit@10,mrr
2054,"Is there an OMP crossbow string available in varying shades of sand, sage and brown Dacron?","[157212, 157416, 157326, 157349, 157420, 157315, 157273, 359548, 157236, 157362, 432803, 368612, 885632, 425435, 668795, 674542, 174487, 884190, 660143, 174642, 135878, 114161, 332449, 615635, 827136, 553233, 714377, 287087, 866204, 332443, 367630, 482411, 368141, 799090, 550707, 564621, 219281, 951733, 147274, 436164, 411585, 375875, 478896, 413459, 153421, 411621, 413442, 413460, 411593, 1001812]","[368612, 157212, 425435, 157326, 368631, 157420, 157315, 157349, 157416, 157273, 368618, 368649, 157362, 356096, 925888, 674542, 422327, 368599, 157236, 680369]","[157212, 157416, 157326, 157349, 157420, 157315, 157273, 359548, 157236, 157362, 432803, 368612, 425435, 368631, 368618, 368649, 356096, 925888, 674542, 422327]","[157416, 157212]",2,2,0,1.0,1.0,1.0,1.0,1.0
8423,Where can I find a Majestic brand men's polo shirt with a perfect fit and a beautiful print design on the front?,"[652193, 656238, 652192, 892688, 692912, 534019, 747880, 665788, 430560, 819564, 294348, 294376, 302742, 294335, 308622, 302729, 401991, 884014, 884011, 69098, 305889, 868033, 305890, 739140, 739763, 739766, 902115, 530374, 722729, 601000, 488224, 476062, 542428, 488288, 488147, 536355, 541623, 600399, 460848, 868950, 552314, 155319, 574991, 574995, 155278, 155295, 155318, 155308, 155302, 853025]","[302729, 294376, 302742, 393676, 162249, 285910, 294348, 294335, 69098, 623348, 401991, 393673, 302744, 294369, 707770, 285911, 884014, 884011, 707771, 722729]","[652193, 656238, 652192, 892688, 692912, 534019, 747880, 665788, 430560, 819564, 294348, 294376, 302729, 302742, 393676, 162249, 285910, 294335, 69098, 623348]","[877356, 908686, 696911, 908752, 877362, 749300, 877333, 697016, 908734]",9,0,9,0.0,0.0,0.0,0.0,0.0
8948,Looking for an authentic Adidas bucket hat made of 100% polyester. Can you help me find one?,"[941866, 808322, 914015, 640658, 914011, 299113, 629091, 925827, 831835, 949638, 692840, 692849, 669628, 385837, 521788, 669640, 666804, 385835, 797279, 850122, 819269, 890767, 510839, 440988, 890765, 850331, 267197, 101325, 776322, 387047, 129155, 880572, 369726, 515801, 30906, 532810, 167820, 899673, 369725, 27739, 656302, 707827, 91427, 130707, 163917, 602538, 738774, 101903, 1032843, 1032846]","[941866, 692840, 808322, 692849, 668385, 669628, 666804, 669640, 385835, 680717, 785397, 521788, 383477, 385837, 385839, 845938, 669617, 834144, 789242, 216838]","[941866, 808322, 914015, 640658, 914011, 299113, 629091, 925827, 831835, 949638, 692840, 692849, 668385, 669628, 666804, 669640, 385835, 680717, 785397, 521788]","[641730, 808322, 790472, 692840, 941866, 692849, 845938, 808893]",8,4,4,0.5,1.0,1.0,1.0,1.0
1872,I'm looking for a new flag pole clip that's compatible with the Taylor Made Products 57926 Charlevoix Boat Flag Clip I recently purchased. Can you help me maintain order with this?,"[33635, 33609, 38640, 524270, 122941, 33648, 33624, 33591, 33596, 87428, 87779, 876079, 34417, 33604, 33650, 33605, 115919, 38651, 134464, 33631, 876076, 62921, 218070, 33628, 33606, 524271, 292413, 358900, 33629, 33645, 937986, 33602, 511388, 33597, 532163, 882610, 929424, 553997, 38618, 141659, 33583, 900397, 99511, 525410, 157034, 34513, 979705, 959929, 1012175, 1019016]","[33631, 33624, 33628, 33635, 33591, 33596, 133975, 87428, 33581, 876079, 292413, 137560, 33579, 33648, 33595, 87779, 235183, 33646, 469485, 33606]","[33635, 33609, 38640, 524270, 122941, 33648, 33624, 33591, 33596, 87428, 87779, 876079, 33631, 33628, 133975, 33581, 292413, 137560, 33579, 33595]",[137560],1,1,0,1.0,0.0,0.0,0.0,0.05555555555555555
2638,"Does Amazon carry Golf Pride's wrap style golf grips, specifically something similar to their Full Cord Grips series?","[659386, 693081, 664235, 222753, 898804, 674825, 674828, 673035, 898799, 311627, 898796, 53330, 514715, 466923, 204653, 466934, 150733, 466950, 127639, 238132, 245270, 298021, 238127, 238275, 204649, 733809, 699749, 364024, 553885, 466921, 701097, 405894, 131431, 879444, 861593, 917166, 916617, 585685, 699741, 545140, 403895, 640226, 886664, 846038, 403877, 886737, 939922, 742318, 1032940, 1032953]","[222753, 898804, 898799, 311627, 673035, 898796, 674825, 25527, 411381, 674828, 53330, 8595, 804775, 427219, 222767, 548486, 804786, 673021, 940023, 427216]","[659386, 693081, 664235, 222753, 898804, 674825, 674828, 673035, 898799, 311627, 898796, 53330, 25527, 411381, 8595, 804775, 427219, 222767, 548486, 804786]","[222753, 898799]",2,2,0,1.0,0.0,1.0,1.0,0.25
8187,"What would be a good complementary golf ball pack to gift alongside the Titleist Pro V1 2015 AAAAA Recycled Like New Golf Balls, 24-Pack, Latest Version for a golf lover?","[608361, 874078, 673618, 542891, 396624, 98684, 469012, 412368, 16244, 98672, 673598, 861673, 208064, 420371, 543948, 742830, 597821, 16236, 434878, 853589, 861676, 541924, 435767, 874080, 414337, 168398, 814142, 98687, 598107, 598149, 485912, 598145, 408479, 485791, 711541, 208089, 732631, 113868, 408480, 334994, 834710, 256559, 550258, 105697, 272180, 853585, 597819, 70147, 861680, 673603]","[874078, 874080, 485791, 414337, 98756, 485912, 16244, 16236, 434852, 434878, 113585, 653228, 711541, 420371, 897113, 834710, 98687, 119670, 168391, 620339]","[608361, 874078, 673618, 542891, 396624, 98684, 469012, 412368, 16244, 98672, 673598, 861673, 874080, 485791, 414337, 98756, 485912, 16236, 434852, 434878]","[408480, 208064, 435767, 711541, 732631, 208089, 850973, 673598, 408479]",9,1,8,0.1111111111111111,0.0,0.0,0.0,0.09090909090909091
4225,"Looking for a yarmulke featuring a team logo that is made from polyester mesh with a cotton lining. Preferably, I want one that is made in the USA. Can you assist?","[455558, 445702, 75557, 445705, 633851, 254588, 248954, 185862, 250637, 254261, 254246, 254622, 88514, 336931, 254587, 336947, 336960, 280221, 730603, 336940, 336941, 336951, 336964, 336937, 336913, 647178, 574297, 336916, 726087, 314657, 566705, 516177, 778232, 670649, 551597, 670648, 398627, 312198, 322681, 379836, 752044, 778985, 671957, 721347, 743281, 721327, 719169, 723922, 1032725, 1033253]","[403144, 403507, 507984, 357405, 415242, 339868, 375257, 826240, 859702, 570775, 54761, 949872, 930737, 707514, 554677, 54417, 203970, 734169, 153343, 339874]","[455558, 445702, 75557, 445705, 633851, 254588, 248954, 185862, 250637, 254261, 254246, 254622, 403144, 403507, 507984, 357405, 415242, 339868, 375257, 826240]","[403144, 403507]",2,2,0,1.0,0.0,0.0,0.0,0.07692307692307693
2154,"Looking for a lightweight youth baseball bat, approximately 15 oz, with a handle designed for rapid swings. Color is not a factor in my search.",[],"[344335, 509300, 86746, 452600, 509296, 163109, 483736, 195954, 491873, 610607, 535013, 550099, 370180, 637308, 551042, 811614, 471186, 782639, 17517, 469009]","[344335, 509300, 86746, 452600, 509296, 163109, 483736, 195954]","[169524, 287982]",2,0,2,0.0,0.0,0.0,0.0,0.0
7715,Looking for a realistic shrimp-mimicking fishing lure with Eagle Claw Lazer Sharp hooks. Any suggestions?,"[31283, 331852, 62503, 139486, 633166, 453707, 358420, 440658, 31130, 31177, 29823, 180444, 394256, 139495, 31288, 62342, 165758, 31300, 342878, 342869, 160253, 260194, 244741, 31317, 342868, 9619, 342882, 31308, 251654, 45402, 251667, 313076, 313074, 180513, 313080, 313078, 313072, 331886, 394213, 313065, 332149, 9678, 313069, 394160, 138610, 313070, 313063, 313077, 138608, 138604]","[31177, 31130, 440658, 342878, 165758, 394256, 62342, 58576, 180444, 180541, 342869, 31300, 9661, 31088, 9654, 394194, 139495, 31288, 606310, 29823]","[31283, 331852, 62503, 139486, 633166, 453707, 358420, 440658, 31130, 31177, 29823, 180444, 342878, 165758, 394256, 62342, 58576, 180541, 342869, 31300]","[795984, 160586, 324805, 706464]",4,0,4,0.0,0.0,0.0,0.0,0.0
488,Is there a Star Line Baton Co. baton case that matches its advertised image and comes with an included strap so I don't have to purchase it separately?,"[1033172, 1033797, 1033664, 1033030, 7010, 315126, 215627, 215624, 7470, 7009, 6101, 301853, 301834, 6102, 301859, 301848, 716369, 605851, 55691, 54882, 676425, 676911, 604764, 602790, 609272, 819707, 44502, 301896, 612932, 54168, 54036, 53394, 53410, 53416, 576375, 143762, 16321, 191898, 289466, 18574, 1015813, 1015814, 1015862, 1033254, 1033379, 1032961, 1033292, 973465, 1033661, 1018458]","[7010, 315126, 215624, 215627, 16465, 191544, 16461, 301834, 152942, 287480, 460053, 7009, 7470, 301853, 844947, 301849, 6101, 301848, 844951, 605851]","[1033172, 1033797, 1033664, 1033030, 7010, 315126, 215627, 215624, 7470, 7009, 6101, 301853, 16465, 191544, 16461, 301834, 152942, 287480, 460053, 844947]",[7010],1,1,0,1.0,0.0,1.0,1.0,0.2
8738,"Can you help me find a Vortex Optics riflescope that is versatile, has high resolution, vivid color fidelity and uses extra-low dispersion glass?","[162596, 420655, 311499, 876720, 876108, 815182, 247640, 817276, 695831, 534228, 620286, 300600, 170649, 614133, 159638, 717259, 309540, 889567, 876700, 726598, 802197, 614134, 399315, 309538, 740387, 151881, 29743, 708107, 50427, 14209, 687279, 736449, 162610, 347619, 539827, 539811, 141029, 85811, 85838, 85812, 935281, 85831, 876746, 3878, 378865, 1024802, 1033247, 1033586, 1032967, 1033419]","[420655, 85811, 141029, 85831, 85833, 85812, 85838, 85844, 124057, 154087, 141030, 801455, 141020, 203213, 539811, 85850, 85857, 129306, 311499, 886407]","[162596, 420655, 311499, 876720, 876108, 815182, 247640, 817276, 695831, 534228, 620286, 300600, 85811, 141029, 85831, 85833, 85812, 85838, 85844, 124057]","[539808, 85857, 539812, 141030, 124057, 539837, 915551]",7,1,6,0.14285714285714285,0.0,0.0,0.0,0.05
8928,"Looking for a trampoline similar to the Blossomz' Skywalker Bounce-N-Learn Trampoline, that includes safety features such as rail padding and a netted enclosure, with a width of approximately 55 inches. This is meant to complement the existing trampoline that my kids really enjoy.","[235790, 886933, 638833, 881471, 886942, 144281, 689961, 950472, 668843, 283955, 258823, 196424, 496238, 718377, 251122, 771303, 205130, 116226, 686149, 552491, 1033732, 94445, 364131, 495928, 235789, 236900, 668839, 317720, 765419, 326136, 616656, 864327, 228472, 669722, 366647, 628753, 418242, 111763, 422855, 283956, 283946, 414559, 786482, 167847, 251136, 1013840, 966510, 963029, 1013842, 1006480]","[422855, 838075, 283956, 283955, 697225, 329329, 283946, 668838, 691969, 668843, 398042, 414559, 552491, 786482, 366647, 237886, 260168, 857568, 668839, 258820]","[235790, 886933, 638833, 881471, 886942, 144281, 689961, 950472, 668843, 283955, 258823, 196424, 422855, 838075, 283956, 697225, 329329, 283946, 668838, 691969]","[160706, 938916, 686149, 736294, 713511, 292112, 112634, 573819, 590493, 596638]",10,0,10,0.0,0.0,0.0,0.0,0.0
464,"What back support belt for weightlifting is commonly bought with the Wrist Wraps + Lifting Straps Bundle and the Valeo VA4688SM Lifting Belt? It doesn't have to be top of the line, just something often paired with these products.","[901685, 438077, 686559, 863296, 797052, 844866, 369405, 954850, 767416, 872627, 569035, 6711, 123643, 954869, 569066, 570700, 941638, 953292, 718750, 6681, 790894, 771352, 807206, 889818, 749686, 780517, 725492, 728561, 341554, 567388, 418981, 530088, 617241, 518994, 896874, 891762, 683131, 864723, 479486, 713794, 946515, 590566, 686243, 223629, 450912, 40864, 57169, 882981, 104507, 252963]","[518994, 710737, 954850, 820554, 432664, 762741, 817540, 807206, 911460, 752009, 686243, 506183, 920030, 737727, 634336, 865942, 525096, 947911, 844866, 638310]","[901685, 438077, 686559, 863296, 797052, 844866, 369405, 954850, 767416, 872627, 569035, 6711, 518994, 710737, 820554, 432664, 762741, 817540, 807206, 911460]",[6711],1,1,0,1.0,0.0,0.0,0.0,0.08333333333333333
4022,"Where can I find a martial arts medallion necklace, about 1.5 inches in diameter, suitable for daily wear? Chain length is not a concern.",[],"[378873, 520047, 651195, 940706, 378880, 38339, 68065, 817124, 654644, 4801, 296530, 357942, 564454, 585569, 854241, 518571, 313188, 232040, 509092, 290172]","[378873, 520047, 651195, 940706, 378880, 38339, 68065, 817124]",[378873],1,1,0,1.0,1.0,1.0,1.0,1.0
6973,What are some comfortable Champion men's athletic shorts suitable for a hot and humid climate?,"[775074, 441781, 775079, 775492, 790066, 775075, 790061, 790053, 594946, 779048, 705341, 689388, 896594, 809267, 571650, 507811, 98696, 517550, 818662, 956570, 511692, 739792, 28944, 765383, 28930, 921139, 147242, 137524, 258832, 906185, 275490, 552287, 125233, 909316, 136603, 739865, 688126, 653986, 805393, 654506, 803108, 476711, 831147, 533052, 506866, 578280, 1033445, 1032648, 1033254, 1033504]","[705341, 308969, 200910, 308971, 228673, 881448, 93139, 698624, 595886, 299521, 154164, 462919, 308972, 881416, 155141, 206894, 523741, 213205, 272095, 144026]","[775074, 441781, 775079, 775492, 790066, 775075, 790061, 790053, 594946, 779048, 705341, 689388, 308969, 200910, 308971, 228673, 881448, 93139, 698624, 595886]","[507811, 705341]",2,1,1,0.5,0.0,0.0,0.0,0.09090909090909091
518,"Can you suggest a 26-inch mountain bike with a sports saddle seat, specifically designed for women?","[1033932, 622486, 622478, 622488, 278395, 689512, 916711, 390345, 365404, 53861, 177997, 100015, 66042, 382656, 591216, 303541, 1025294, 1034566, 1035116, 922523, 965530, 1033448, 50428, 952540, 14501, 99996, 23888, 602452, 128761, 630788, 753581, 279054, 168836, 622485, 169139, 409778, 601529, 627115, 169184, 463557, 1005034, 962289, 1034030, 1035492, 974225, 1026026, 1012080, 1032528, 1032672, 998009]","[375876, 15545, 66576, 15550, 665976, 884739, 490826, 665967, 7511, 147903, 411121, 665963, 279054, 169139, 182385, 490779, 105105, 899663, 665961, 889677]","[1033932, 622486, 622478, 622488, 278395, 689512, 916711, 390345, 365404, 53861, 177997, 100015, 375876, 15545, 66576, 15550, 665976, 884739, 490826, 665967]","[142183, 932362, 740588, 520114, 595, 235699, 27221, 66579, 7511]",9,0,9,0.0,0.0,0.0,0.0,0.0
3315,Can you help me find a Ping golf hat clip with practical ball markers?,"[413107, 568292, 77416, 370465, 413088, 413092, 198921, 285519, 573618, 948975, 941980, 127565, 739561, 207426, 439027, 301162, 835738, 536411, 127575, 941985, 944448, 808307, 858004, 156737, 412368, 731943, 121228, 668928, 412366, 557412, 782996, 632090, 430431, 410008, 848785, 121221, 130118, 665825, 765252, 778271, 121245, 507111, 718763, 1004867, 1032465, 1033240, 965845, 1003224, 1008176, 1000102]","[511164, 296169, 315117, 312123, 441031, 205704, 540483, 524877, 171509, 529826, 375508, 312122, 410311, 410339, 410369, 410344, 312120, 46433, 637526, 77655]","[413107, 568292, 77416, 370465, 413088, 413092, 198921, 285519, 573618, 948975, 941980, 127565, 511164, 296169, 315117, 312123, 441031, 205704, 540483, 524877]",[296169],1,1,0,1.0,0.0,0.0,0.0,0.07142857142857142
175,Are there any good alternatives to the South Bend Removable Split Shot Sinker for fishing sinkers that stay in place on my line?,"[103516, 75599, 2578, 2557, 90796, 333559, 333556, 655695, 276431, 55136, 55969, 580192, 166744, 166443, 156225, 69671, 443240, 244717, 22122, 244702, 478550, 244701, 20509, 251621, 244707, 13944, 478535, 31982, 331874, 102421, 156309, 807243, 511764, 166656, 166808, 70707, 62938, 867275, 56050, 511733, 514350, 289910, 141831, 564150, 853470, 574621, 886350, 180102, 437438, 824695]","[46189, 166415, 46866, 103522, 22114, 156256, 524763, 103534, 156190, 103516, 159258, 166346, 103515, 156362, 524762, 45577, 156239, 166359, 46852, 217037]","[103516, 75599, 2578, 2557, 90796, 333559, 333556, 655695, 276431, 55136, 55969, 580192, 46189, 166415, 46866, 103522, 22114, 156256, 524763, 103534]","[103516, 2557]",2,2,0,1.0,1.0,1.0,1.0,1.0
1949,Is Crosman a reputable brand for BB ammo that you would recommend?,"[971834, 1018626, 998441, 1007309, 996524, 1032082, 962669, 992960, 989374, 962498, 965489, 958574, 1018630, 1022479, 986524, 1003156, 984539, 1032426, 1032502, 1032420, 1033584, 1032421, 1032963, 1032973, 1033310, 1033163, 1765, 5327, 6014, 6043, 6731, 8665, 8672, 11641, 12710, 13919, 10346, 10356, 10363, 15053, 15054, 20059, 21896, 21908, 23808, 26912, 3702, 3709, 8262, 8265]","[11725, 33541, 24743, 119255, 105704, 24741, 25014, 513190, 129185, 25011, 458832, 395214, 105709, 69638, 218824, 257272, 131322, 323166, 911058, 500336]","[971834, 1018626, 998441, 1007309, 996524, 1032082, 962669, 992960, 989374, 962498, 965489, 958574, 11725, 33541, 24743, 119255, 105704, 24741, 25014, 513190]",[146147],1,0,1,0.0,0.0,0.0,0.0,0.0
756,Does Pro-Tec manufacture skate knee pads with a 1-year warranty that are also machine washable for easy cleaning?,"[17714, 374436, 59832, 17745, 427094, 17708, 17728, 456912, 17706, 433799, 686545, 62114, 47481, 427077, 156498, 928583, 928586, 427078, 127728, 720991, 212171, 355122, 427079, 535778, 355120, 203804, 321159, 527643, 440409, 806600, 527651, 315378, 340567, 70173, 167714, 83107, 479741, 681925, 193843, 193846, 401333, 376603, 471195, 194890, 374136, 22706, 51195, 508673, 1033093, 1033356]","[17714, 374436, 210182, 17706, 17728, 427094, 98790, 59832, 17708, 456912, 17745, 433799, 156498, 505150, 79524, 928586, 349734, 427077, 231279, 349739]","[17714, 374436, 59832, 17745, 427094, 17708, 17728, 456912, 17706, 433799, 686545, 62114, 210182, 98790, 156498, 505150, 79524, 928586, 349734, 427077]",[17714],1,1,0,1.0,1.0,1.0,1.0,1.0
3687,"Can you recommend a versatile ASU laptop bag suitable for academics, travel, and work, with plenty of compartments for accessories?","[863015, 735016, 343554, 343544, 461628, 461632, 461636, 343548, 343546, 461635, 342718, 461633, 578469, 429033, 924629, 941248, 429034, 429028, 26794, 941056, 644860, 939097, 466358, 923501, 941036, 452539, 889858, 152226, 465927, 853855, 673363, 916548, 917336, 294232, 727215, 648570, 517393, 944501, 200905, 354808, 501607, 431579, 364737, 445213, 746876, 152419, 917327, 607662, 281010, 643713]","[336539, 918683, 58612, 330707, 600121, 158106, 219170, 474436, 444261, 27646, 330703, 238672, 4014, 415904, 936193, 638202, 208601, 39919, 428608, 742529]","[863015, 735016, 343554, 343544, 461628, 461632, 461636, 343548, 343546, 461635, 342718, 461633, 336539, 918683, 58612, 330707, 600121, 158106, 219170, 474436]","[174849, 444261, 547113, 422890, 565387, 731884, 918683, 330703, 330707, 699829, 336539]",11,3,8,0.2727272727272727,0.0,0.0,0.0,0.07692307692307693
5576,"Looking for recommendations for a slim, warm men's jacket that pairs well with my Spyder Men's Outbound Half-Zip Sweatshirt. Any suggestions?","[727132, 549840, 876200, 915777, 727293, 549859, 727389, 293191, 727367, 727366, 549856, 871162, 727388, 727385, 549917, 727374, 885512, 871242, 549841, 871221, 727168, 726773, 871041, 871169, 727351, 727301, 727360, 871245, 871166, 604327, 549609, 743326, 871157, 871152, 871361, 830749, 727375, 727396, 727369, 871210, 727319, 885513, 727370, 789088, 915791, 908253, 885545, 870629, 726780, 1015628]","[549859, 727132, 293193, 399144, 531954, 727374, 399114, 158397, 604329, 549920, 885512, 399126, 548886, 549841, 727322, 399692, 727366, 871162, 727357, 399111]","[727132, 549840, 876200, 915777, 727293, 549859, 727389, 293191, 727367, 727366, 549856, 871162, 293193, 399144, 531954, 727374, 399114, 158397, 604329, 549920]","[915777, 685634, 885513, 549841, 871157, 871221, 870683, 727325]",8,1,7,0.125,0.0,1.0,1.0,0.25
2548,"Can you help me find a men's jacket with a unique logo at the back of the neck, set-in sleeves, and made entirely of polyester doeskin?","[328083, 218384, 330383, 330415, 238339, 254257, 401582, 267661, 212806, 267658, 879251, 115713, 212713, 316461, 401552, 267680, 267678, 514497, 329850, 442159, 746861, 740401, 307313, 536429, 425822, 711869, 680389, 733589, 688868, 688855, 503193, 775682, 848133, 737659, 788593, 688861, 549681, 788604, 614387, 545347, 848130, 866880, 816056, 1033671, 1033811, 1033334, 1033679, 1033769, 1033528, 1033067]","[406358, 482806, 533904, 744431, 471667, 591075, 727370, 821914, 455864, 639864, 706361, 757302, 812916, 732957, 727366, 764813, 543422, 526711, 469524, 328083]","[328083, 218384, 330383, 330415, 238339, 254257, 401582, 267661, 212806, 267658, 879251, 115713, 406358, 482806, 533904, 744431, 471667, 591075, 727370, 821914]","[213248, 218384, 213185, 356999]",4,1,3,0.25,0.0,1.0,1.0,0.5
1256,"As a seasoned kneeboarder, I'm on the lookout for a top-notch marine kneeboard boasting a 3-inch padded Shock Strap and a parabolic design. It would be great to have a strong board equipped with retractable fins for improved agility. It would also be a plus if it included a HydroHook tow feature. Can you recommend any such product?","[38614, 107186, 38621, 27274, 38639, 19143, 59410, 58190, 38650, 19148, 427983, 69913, 54084, 54072, 529514, 377729, 423838, 649822, 105503, 459122, 696821, 987137, 1033094, 1001282, 1007796, 10937, 119059, 10925, 19145, 701531, 17013, 377730, 19142, 487723, 984683, 279095, 464761, 819457, 535694, 482378, 70791, 315812, 40240, 283846, 507798, 710822, 1008047, 1033776, 1033777, 989684]","[69913, 54072, 54084, 377729, 529514, 860733, 423838, 482441, 315811, 105503, 459122, 279095, 696821, 649822, 360016, 205056, 482434, 62686, 882830, 283872]","[38614, 107186, 38621, 27274, 38639, 19143, 59410, 58190, 38650, 19148, 427983, 69913, 54072, 54084, 377729, 529514, 860733, 423838, 482441, 315811]","[482441, 529514, 904654, 69913, 668475]",5,3,2,0.6,0.0,0.0,0.0,0.08333333333333333
6418,Looking for recommendations on a Terramar men's pullover jacket that would be ideal for layering.,"[640724, 640723, 935651, 867773, 243449, 781590, 776466, 298607, 685009, 769891, 928779, 619941, 516026, 801908, 519470, 633250, 901553, 652321, 190690, 663930, 857134, 388028, 882306, 383728, 598911, 683638, 885659, 628107, 824464, 630643, 872555, 285200, 813822, 210547, 954586, 397722, 194469, 691508, 457452, 649195, 874057, 455468, 475017, 278621, 1019925, 989179, 1016717, 1033067, 1019443, 1032863]","[640724, 640723, 666725, 655087, 493380, 170489, 493378, 928779, 931362, 655092, 931363, 493376, 166259, 931369, 801908, 83186, 83184, 801888, 905529, 395931]","[640724, 640723, 935651, 867773, 243449, 781590, 776466, 298607, 685009, 769891, 928779, 619941, 666725, 655087, 493380, 170489, 493378, 931362, 655092, 931363]","[493376, 931362, 931363, 493380, 666725, 931365, 258628, 931369, 412525, 275758, 655087, 83184, 640723, 640724, 655092, 170489, 640730]",17,9,8,0.5294117647058824,1.0,1.0,1.0,1.0
514,What tennis string set can I try that feels like the classic synthetic gut but has new features such as enhanced stringbed responsiveness?,"[65431, 716158, 1033382, 1033384, 1033681, 40773, 832608, 513542, 450419, 513546, 406240, 416419, 727281, 513545, 443881, 198116, 561083, 24968, 198133, 429940, 760002, 429939, 474249, 205985, 513560, 603616, 832597, 897731, 457416, 205983, 107606, 38395, 205974, 40768, 86078, 440020, 443884, 136896, 64813, 569482, 569500, 171475, 266330, 448454, 206018, 513554, 603766, 513523, 100622, 885808]","[64813, 86078, 38395, 3107, 134095, 300667, 136896, 42218, 40768, 576537, 17474, 206018, 114633, 513554, 32234, 107975, 513557, 569492, 538085, 759999]","[65431, 716158, 1033382, 1033384, 1033681, 40773, 832608, 513542, 450419, 513546, 406240, 416419, 64813, 86078, 38395, 3107, 134095, 300667, 136896, 42218]","[7458, 7451]",2,0,2,0.0,0.0,0.0,0.0,0.0
166,Can you suggest an Australian saddle with a rawhide braided horn suitable for a quarterhorse with a wider tree?,"[2418, 669264, 918321, 910689, 928050, 245065, 669265, 718210, 753987, 407153, 663443, 841774, 753986, 615911, 132960, 132367, 10674, 20557, 2420, 10608, 59163, 114586, 619114, 134988, 25443, 132819, 132350, 132985, 430816, 801393, 201978, 914734, 485031, 893239, 752061, 286320, 132191, 336136, 667400, 549049, 203062, 716648, 164542, 164565, 826109, 132404, 132950, 66058, 1026059, 985888]","[2418, 132819, 2420, 467988, 669264, 132350, 107888, 245065, 440286, 404577, 409066, 467970, 224285, 454061, 190665, 236500, 801393, 404576, 165328, 669265]","[2418, 669264, 918321, 910689, 928050, 245065, 669265, 718210, 753987, 407153, 663443, 841774, 132819, 2420, 467988, 132350, 107888, 440286, 404577, 409066]","[2418, 2420]",2,2,0,1.0,1.0,1.0,1.0,1.0
6604,"Is there an adjustable, comfortable cotton twill cap available that commemorates the San Francisco Giants' 2014 World Series victory?","[930731, 536044, 553782, 536051, 97692, 19273, 68175, 374422, 215587, 321148, 628334, 224133, 324858, 285079, 863260, 687369, 149606, 188526, 396048, 224128, 631184, 350450, 225081, 903046, 903329, 949633, 949862, 531718, 541991, 52214, 790971, 583489, 852661, 690935, 225079, 11817, 449736, 794711, 392300, 727501, 533073, 183404, 535074, 742566, 533901, 750814, 742564, 529602, 740296, 650612]","[193397, 192823, 192822, 374784, 375073, 192824, 661572, 192826, 661573, 497759, 127741, 668072, 886333, 666691, 948176, 190290, 383435, 674084, 326502, 930736]","[930731, 536044, 553782, 536051, 97692, 19273, 68175, 374422, 215587, 321148, 628334, 224133, 193397, 192823, 192822, 374784, 375073, 192824, 661572, 192826]","[666691, 661572, 661573, 668908, 536044, 665616, 367346, 370457]",8,2,6,0.25,0.0,1.0,1.0,0.5
3525,"Looking for large basketball crew socks similar to Nike Lebron Elite Basketball Crew Socks, suitable for someone with sensory issues. Any recommendations?","[1033565, 1032484, 865678, 769562, 562612, 389998, 864611, 873351, 810513, 873348, 837961, 873343, 821102, 810518, 842878, 943180, 644064, 320810, 426446, 576344, 634952, 389991, 644072, 524506, 540418, 547524, 243417, 769520, 769519, 771280, 946644, 933911, 529936, 921359, 692933, 956136, 678862, 451274, 451269, 317464, 860841, 103642, 646833, 903450, 631973, 269782, 934251, 1033562, 1000641, 993224]","[576344, 320810, 634952, 389991, 524506, 544281, 426446, 317501, 244222, 644072, 864611, 787197, 708763, 711562, 594405, 243417, 389985, 547524, 592835, 135885]","[1033565, 1032484, 865678, 769562, 562612, 389998, 864611, 873351, 810513, 873348, 837961, 873343, 576344, 320810, 634952, 389991, 524506, 544281, 426446, 317501]",[320810],1,1,0,1.0,0.0,0.0,0.0,0.07142857142857142
1899,"Looking for a Flair Hair novelty visor that's both hilarious and easy to maintain. It should be fun to wear at concerts and festivals, but not uncomfortable.",[],"[162957, 714820, 714851, 714845, 383196, 411322, 433690, 714847, 115165, 883157, 379018, 714853, 140618, 140627, 411049, 660452, 127955, 878489, 162966, 199214]","[162957, 714820, 714851, 714845, 383196, 411322, 433690, 714847]","[140627, 162957]",2,1,1,0.5,1.0,1.0,1.0,1.0
4166,"Can you find me a top-rated bike trailer that's easy to assemble, has a sturdy parking brake, and ideally comes with a water-resistant all-weather cover?","[723428, 779907, 817919, 938602, 855125, 903205, 750269, 938656, 750259, 719707, 916435, 392598, 434520, 392592, 464629, 881296, 158253, 913119, 69468, 500271, 714726, 269293, 609278, 359635, 661810, 714744, 681154, 488116, 486838, 488102, 199318, 239599, 714745, 208045, 286888, 34974, 22727, 348693, 122641, 388753, 388710, 388708, 388736, 378040, 1033725, 1032650, 1032519, 1033053, 1032525, 1033087]","[349843, 262030, 448152, 115467, 697250, 124758, 303984, 884330, 129723, 885594, 176866, 117953, 467325, 600924, 469805, 43777, 115469, 541065, 147453, 139303]","[723428, 779907, 817919, 938602, 855125, 903205, 750269, 938656, 750259, 719707, 916435, 392598, 349843, 262030, 448152, 115467, 697250, 124758, 303984, 884330]","[40897, 247073, 733573, 830343, 396109, 86830, 621263, 442702, 349843, 240052, 490036, 530813, 401759]",13,1,12,0.07692307692307693,0.0,0.0,0.0,0.07692307692307693
