q_id,q_string,top_20_vss_array,ground_truths_array,ground_truths_missed_array,total_answers,retrieved_count,missed_count,recall@20,recall@50,hit@1,hit@5,mrr
4821,"Search for papers with a common author to ""Fast separation of two trapped ions"", that are also within the same research domain, and discuss a methodology for examining trapped ions or akin quantum systems.","[1198425, 1429466, 1573606, 1401691, 1190035, 1621569, 1383604, 1210739, 1335564, 1574018, 1608033, 1552686, 1387109, 1370761, 1866820, 1529863, 1389837, 1363078, 1774149, 1707024]","[1530211, 1359173, 1197605, 1365510, 1233895, 1413863, 1564336, 1823101, 1597087]","[1530211, 1359173, 1197605, 1365510, 1233895, 1413863, 1564336, 1823101, 1597087]",9,0,9,0.0,0.0,0.0,0.0,0.0
5311,"Can I find papers outlining initial ion beam commissioning results that are referenced in ""Installation and first operation of the International Fusion Materials Irradiation Facility injector at the Rokkasho site""?","[1606281, 1799382, 1464875, 1621898, 1428946, 1423555, 1175277, 1288867, 1829805, 1502097, 1856240, 1367526, 1590384, 1668194, 1175385, 1258476, 1674483, 1427120, 1272505, 1361631]","[1621898, 1423555]",[],2,2,0,1.0,1.0,0.0,1.0,0.25
9557,"Are there any papers with shared authors from ""Infrared Spectral Mapping of Supernova Remnants. I. N63A and Its Environment"", that similarly investigate supernova remnants in the Large Magellanic Cloud as their principal area of study?","[1363228, 1544697, 1461393, 1525582, 1630339, 1629439, 1666611, 1473984, 1210091, 1477125, 1421147, 1209457, 1811429, 1591457, 1658242, 1256263, 1580667, 1506331, 1332048, 1599149]","[1630339, 1231594, 1461393, 1438899, 1363228, 1458845]","[1231594, 1438899, 1458845]",6,3,3,0.5,0.5,1.0,1.0,1.0
12661,Find papers from Pittsburg State University researchers on dark matter exploration through gamma rays.,"[1560230, 1399253, 1448276, 1738227, 1588055, 1769715, 1552857, 1680185, 1606813, 1578465, 1813979, 1332257, 1205644, 1461003, 1675188, 1865974, 1249161, 1323159, 1557675, 1444990]",[1552857],[],1,1,0,1.0,1.0,0.0,0.0,0.14285714285714285
11538,"Find publications by co-authors of ""Validity of the generalized density matrix method for the microscopic calculation of a collective/bosonic Hamiltonian"", which also explore the topic of thermalization in small isolated systems.","[1396307, 1226134, 1820304, 1334788, 1640743, 1839772, 1190907, 1797483, 1172747, 1669231, 1292416, 1759808, 1628298, 1280565, 1508259, 1361103, 1700858, 1655638, 1808692, 1198002]","[1842826, 1640743]",[1842826],2,1,1,0.5,0.5,0.0,1.0,0.2
8029,"What other research papers on quiet sun magnetism has the study ""Spectropolarimetric Evidence for a Siphon Flow along an Emerging Magnetic Flux Tube"" cited?","[1718516, 1568050, 1598469, 1681440, 1290353, 1321379, 1314937, 1537404, 1300186, 1546158, 1815340, 1466018, 1496833, 1483315, 1714178, 1466995, 1604772, 1561625, 1546923, 1817245]","[1453219, 1364772, 1389553, 1568050, 1611732, 1393691]","[1453219, 1364772, 1389553, 1611732, 1393691]",6,1,5,0.16666666666666666,0.16666666666666666,0.0,1.0,0.5
11635,Show me publications by F. Pallas that discuss a multifunctional laser system.,"[1531100, 1391846, 1722294, 1293447, 1346635, 1788933, 1487289, 1741252, 1339410, 1386331, 1404538, 1662021, 1290382, 1585616, 1495870, 1274982, 1567111, 1856190, 1173566, 1304256]","[1848925, 1722294]",[1848925],2,1,1,0.5,0.5,0.0,1.0,0.3333333333333333
9132,Show me publications by M. Giunta exploring constraints on a lightweight pseudoscalar Higgs particle.,"[1496703, 1692664, 1202733, 1595024, 1553300, 1322014, 1366680, 1537163, 1781060, 1633563, 1545798, 1415016, 1604242, 1315358, 1586540, 1323863, 1385679, 1173810, 1383520, 1260645]",[1223510],[1223510],1,0,1,0.0,0.0,0.0,0.0,0.0
6448,"What are some other works that have referenced or examined ""Stochastic Background of Gravitational Waves from Fermions -- Theory and Applications"" in relation to anisotropies in the gravitational wave background?","[1554720, 1536872, 1581518, 1566287, 1591942, 1198495, 1805687, 1793210, 1835068, 1213113, 1423694, 1822410, 1830282, 1619862, 1668789, 1850882, 1843707, 1807166, 1343130, 1476352]","[1540055, 1537196, 1581518, 1446527]","[1540055, 1537196, 1446527]",4,1,3,0.25,0.25,0.0,1.0,0.3333333333333333
467,"Can you find papers that explore Pc4-5 pulsations' influence on chorus waves and are referenced in ""Cluster observations of whistler mode ducts and banded chorus""?","[1538549, 1198308, 1241207, 1203120, 1397101, 1552633, 1174118, 1486253, 1250353, 1386823, 1583931, 1270151, 1258017, 1581389, 1187841, 1207671, 1303209, 1712856, 1204576, 1258615]",[1538549],[],1,1,0,1.0,1.0,1.0,1.0,1.0
3671,Which publications by Monash University South Africa scholars focus on germanium defect analysis?,"[1636805, 1549112, 1825509, 1671518, 1353182, 1199661, 1571459, 1581173, 1409375, 1633416, 1313474, 1499690, 1709567, 1799830, 1576683, 1368516, 1817894, 1510331, 1720192, 1298123]",[1270627],[1270627],1,0,1,0.0,0.0,0.0,0.0,0.0
10579,"Find more publications from the co-authors of ""Intense EM filamentation in relativistic hot plasmas"" that delve into the principles of self-organization.","[1530681, 1726884, 1857339, 1274915, 1787349, 1491674, 1490232, 1326597, 1193081, 1406588, 1562113, 1478660, 1560667, 1223849, 1403162, 1506551, 1380369, 1472102, 1297311, 1302984]","[1217473, 1643105, 1869763, 1274631, 1789259, 1594355, 1208756, 1577236, 1305628, 1399679]","[1217473, 1643105, 1869763, 1274631, 1789259, 1594355, 1208756, 1577236, 1305628, 1399679]",10,0,10,0.0,0.0,0.0,0.0,0.0
653,Show me publications by R. Brown on the formation of high-temperature field configurations through the merging of compact toroids.,"[1174361, 1488995, 1231589, 1670933, 1571948, 1856156, 1305707, 1572611, 1797929, 1343114, 1851460, 1194174, 1457375, 1510313, 1849447, 1324486, 1680945, 1694668, 1357493, 1383615]","[1174361, 1231589]",[],2,2,0,1.0,1.0,1.0,1.0,1.0
13234,Show me publications on gravity theories from the co-authors involved in the 'Extensions of Lorentzian spacetime geometry: From Finsler to Cartan and vice versa' paper.,"[1553693, 1277115, 1306691, 1483062, 1706523, 1311318, 1840012, 1398315, 1435933, 1865321, 1865718, 1703184, 1755614, 1849877, 1562573, 1210939, 1302969, 1643786, 1229917, 1820772]","[1642503, 1700246, 1856792, 1845017, 1553693, 1551773, 1825696, 1336614, 1819951, 1203383, 1859512, 1794501, 1626571, 1189837, 1484110, 1821418, 1785459, 1857012, 1841529]","[1825696, 1794501, 1336614, 1642503, 1841529, 1821418, 1626571, 1189837, 1484110, 1819951, 1785459, 1857012, 1700246, 1203383, 1856792, 1845017, 1859512, 1551773]",19,1,18,0.05263157894736842,0.05263157894736842,1.0,1.0,1.0
10701,Show me publications by L. Lebanowski related to the study of neutrino oscillation experiments.,"[1273679, 1238459, 1532798, 1554639, 1558241, 1299753, 1627176, 1465143, 1707506, 1574912, 1196892, 1351658, 1606254, 1566162, 1569950, 1344224, 1507422, 1342489, 1221707, 1361055]","[1625217, 1608326, 1565254, 1867295, 1595758, 1831349, 1599231]","[1625217, 1608326, 1565254, 1867295, 1595758, 1831349, 1599231]",7,0,7,0.0,0.0,0.0,0.0,0.0
9338,"What research papers that delve into heat transfer optimization methods have been referenced in the study titled ""Temperature–heat diagram analysis method for heat recovery physical adsorption refrigeration cycle – Taking multi-stage cycle as an example""?","[1737648, 1706037, 1757059, 1814441, 1681970, 1279959, 1517561, 1751272, 1280244, 1412692, 1279843, 1684434, 1464961, 1380737, 1231432, 1334353, 1824091, 1466391, 1738307, 1429040]","[1300347, 1351469]","[1300347, 1351469]",2,0,2,0.0,0.0,0.0,0.0,0.0
6455,Search for publications by Marco Breschi on thermal properties.,"[1378005, 1218142, 1838924, 1420544, 1626293, 1273809, 1327863, 1315749, 1760780, 1491524, 1325402, 1350036, 1233957, 1505908, 1414650, 1461200, 1781283, 1516084, 1338134, 1751232]","[1666821, 1663302, 1654567, 1522057, 1450410, 1639372, 1748887, 1556310, 1339222, 1428799]","[1666821, 1663302, 1654567, 1522057, 1450410, 1639372, 1556310, 1748887, 1339222, 1428799]",10,0,10,0.0,0.0,0.0,0.0,0.0
9771,Show me research articles on Dynamic contrast-enhanced magnetic resonance imaging that investigate compressed sensing techniques for real-time monitoring of lung tumor movement.,"[1239688, 1456826, 1737609, 1177146, 1824654, 1753508, 1608265, 1325026, 1721643, 1652540, 1677556, 1426991, 1481987, 1836205, 1727926, 1783615, 1833579, 1786755, 1523742, 1244561]","[1239688, 1677556]",[],2,2,0,1.0,1.0,1.0,1.0,1.0
2667,"Show me publications by authors of ""Dynamical instability and the expansion-free condition"" that cover the topic of cavity evolution in relativistic fluids.","[1466992, 1436220, 1669274, 1821719, 1300326, 1374612, 1277689, 1544044, 1670185, 1356520, 1299081, 1485226, 1772824, 1474756, 1436616, 1180904, 1503516, 1268266, 1241829, 1703149]","[1466992, 1436220]",[],2,2,0,1.0,1.0,1.0,1.0,1.0
9054,Which publications from Wrocław University of Economics researchers focus on transitions in their studies?,"[1225537, 1201447, 1177269, 1822522, 1834999, 1324974, 1304798, 1489629, 1360219, 1186112, 1722821, 1339693, 1189934, 1564974, 1179532, 1492632, 1548516, 1651777, 1223186, 1374693]","[1415369, 1251499, 1285527]","[1415369, 1251499, 1285527]",3,0,3,0.0,0.0,0.0,0.0,0.0
7838,Are there any research articles from Dresden University of Technology that analyze LHC data seeking novel resonances within the context of Quark-Gluon plasma?,"[1582640, 1594586, 1550539, 1496159, 1577270, 1569481, 1484529, 1543182, 1717773, 1236626, 1747086, 1433865, 1575645, 1545984, 1730823, 1474322, 1761298, 1420760, 1742147, 1787397]",[1612732],[1612732],1,0,1,0.0,0.0,0.0,0.0,0.0
13094,Publications on plasma-generated magnetic fields authored by Hashemite University researchers,"[1670980, 1365498, 1547463, 1581610, 1735295, 1561720, 1429411, 1477348, 1567819, 1861316, 1657024, 1769935, 1484988, 1500621, 1606566, 1181172, 1663607, 1207724, 1829355, 1423818]",[1365498],[],1,1,0,1.0,1.0,0.0,1.0,0.5
6732,"Show me papers examining dual-band phased array antenna technologies, authored by the co-authors of the publication 'Dual-Band Wide-Angle Scanning Planar Phased Array in X/Ku-Bands'.","[1583450, 1664385, 1777100, 1779122, 1677864, 1188850, 1664864, 1775342, 1776525, 1802781, 1388387, 1742001, 1592100, 1597325, 1579398, 1659698, 1619154, 1626467, 1816674, 1747997]","[1664385, 1583450, 1192723, 1760647]","[1192723, 1760647]",4,2,2,0.5,0.5,1.0,1.0,1.0
12096,Show me publications by A. Sandacz on the topic of gluon polarization.,"[1247675, 1313418, 1218998, 1301620, 1769695, 1569477, 1286788, 1741981, 1738028, 1471119, 1779700, 1441122, 1424120, 1195995, 1661603, 1395409, 1263434, 1476767, 1720140, 1454583]","[1395409, 1741981]",[],2,2,0,1.0,1.0,0.0,0.0,0.125
5111,"Which publications from the co-authors of ""Antenna Array Geometries to Reduce the Compute Load in Radio Telescopes"" also discuss efficient techniques for analyzing radio telescope data?","[1585412, 1559723, 1549260, 1453551, 1588104, 1658234, 1617256, 1569841, 1279055, 1724977, 1207277, 1584128, 1560465, 1270305, 1549755, 1782071, 1591204, 1655790, 1760228, 1566614]","[1658077, 1477403, 1493932, 1585412]","[1477403, 1493932, 1658077]",4,1,3,0.25,0.25,1.0,1.0,1.0
11250,Search for publications by Neeraj Tripathi focusing on the impact of polarization on GaN photocathodes.,"[1483765, 1238137, 1260982, 1714624, 1869995, 1763860, 1834165, 1706437, 1275878, 1563360, 1541267, 1452090, 1253151, 1458965, 1406441, 1222159, 1466125, 1221720, 1441819, 1371372]","[1483765, 1315119]",[1315119],2,1,1,0.5,0.5,1.0,1.0,1.0
32,I'm looking for publications on the adjustment of topological phases within the pseudospectrum domain through system parameter alteration.,"[1574028, 1203179, 1740419, 1716736, 1518986, 1571261, 1789096, 1645334, 1234009, 1870390, 1793097, 1705789, 1643443, 1506498, 1255902, 1556216, 1362472, 1519782, 1372743, 1550843]",[1803302],[1803302],1,0,1,0.0,0.0,0.0,0.0,0.0
11157,"Can you find 2014 papers about ionospheric plasma parameters that were cited in the study ""Equinoctial asymmetry in ionosphere over Indian region during 2006–2013 using COSMIC measurements""?","[1752293, 1415732, 1328838, 1686226, 1714827, 1364483, 1661652, 1279474, 1543992, 1357987, 1425459, 1384690, 1735784, 1605935, 1355135, 1814134, 1805783, 1611254, 1837139, 1487726]","[1415732, 1598165]",[1598165],2,1,1,0.5,0.5,0.0,1.0,0.5
9834,Show me publications by Anahit Badalyan on the topic of holography with Bessel beam recordings.,"[1496729, 1306201, 1864052, 1204065, 1310533, 1193712, 1316360, 1274307, 1576548, 1644386, 1784181, 1470649, 1634884, 1186701, 1309564, 1340674, 1247333, 1342746, 1337747, 1353980]","[1306201, 1216367]",[1216367],2,1,1,0.5,0.5,0.0,1.0,0.5
11718,"Are there any other studies on high-velocity outflows that have referenced or been inspired by the evidence presented in ""Discovery of the transition of a mini-broad absorption line into a broad absorption line in the SDSS quasar J115122.14+020426.3""?","[1459076, 1588066, 1637807, 1792765, 1727253, 1270505, 1513066, 1817461, 1252456, 1208498, 1742314, 1835624, 1861223, 1395742, 1184593, 1572625, 1844162, 1679158, 1284746, 1185762]","[1588066, 1513066, 1208498, 1536506, 1492698, 1207226, 1549180]","[1492698, 1207226, 1549180, 1536506]",7,3,4,0.42857142857142855,0.42857142857142855,0.0,1.0,0.5
8716,Can you find any publications from Shiga University of Medical Science that focus on the study of interfaces via molecular dynamics simulations?,"[1254457, 1398044, 1348093, 1710073, 1195330, 1552856, 1217697, 1668901, 1666068, 1510831, 1792571, 1496415, 1719451, 1707019, 1640392, 1238101, 1473994, 1534673, 1659454, 1819381]",[1215672],[1215672],1,0,1,0.0,0.0,0.0,0.0,0.0
8467,"Show me articles on crystal structures and their formation authored by co-authors of ""Dependence of the Apex Angle of an Inverted Pyramidal-Shaped Container on Crystallization of Brownian Particles"".","[1638272, 1344451, 1362770, 1646275, 1690703, 1315604, 1484459, 1352211, 1813369, 1590395, 1728445, 1597468, 1342528, 1796321, 1465876, 1250265, 1303185, 1274771, 1806311, 1448765]","[1638272, 1344451, 1646275]",[],3,3,0,1.0,1.0,1.0,1.0,1.0
2317,"Show me publications from Nirmalagiri College, Kuthuparamba exploring the features and utilization of lithium ferrite nanoparticles.","[1785194, 1319521, 1819956, 1812598, 1418347, 1572442, 1732183, 1525404, 1230440, 1381554, 1525455, 1686534, 1178512, 1461560, 1766187, 1690358, 1452168, 1500863, 1181808, 1549725]",[1812598],[],1,1,0,1.0,1.0,0.0,1.0,0.25
3951,Looking for research papers related to electric motor armature design optimization that have affiliations with Hanbat National University. Specifically interested in works proposing design optimizations of electric motors.,"[1508495, 1636844, 1293558, 1247932, 1676489, 1213231, 1658598, 1662520, 1660204, 1770629, 1656780, 1594844, 1408458, 1509365, 1705288, 1219151, 1393738, 1567935, 1264492, 1383057]",[1302820],[1302820],1,0,1,0.0,0.0,0.0,0.0,0.0
12357,Does any literature exist from the Netherlands Environmental Assessment Agency on anticipated climate extremes under 1.5°C global warming? Could you also look up related research papers in the domain of Astronomy?,"[1806350, 1806764, 1236321, 1802758, 1602652, 1450572, 1576442, 1572818, 1681134, 1547989, 1350175, 1349686, 1776093, 1595803, 1512590, 1369004, 1868374, 1226456, 1597337, 1592538]",[1806764],[],1,1,0,1.0,1.0,0.0,1.0,0.5
6540,I'm looking for papers on the geochemical characteristics of lunar features related to the Moon's magma ocean.,"[1544349, 1837023, 1277349, 1221370, 1537292, 1678471, 1631191, 1543402, 1298660, 1861726, 1307032, 1589279, 1531085, 1437878, 1579498, 1553423, 1220115, 1639354, 1435163, 1552787]","[1685252, 1792709, 1710824, 1401161, 1436204, 1772050, 1612919, 1544349]","[1685252, 1792709, 1710824, 1401161, 1436204, 1772050, 1612919]",8,1,7,0.125,0.125,1.0,1.0,1.0
4403,"Search for publications from Penn State Erie, The Behrend College regarding the study of mass transfer within water filtration systems, specifically within the mechanical engineering discipline.","[1749401, 1247541, 1311050, 1386076, 1382509, 1871933, 1349242, 1532308, 1316182, 1449577, 1426580, 1477141, 1245048, 1515079, 1225123, 1665012, 1453922, 1249945, 1859562, 1220485]",[1783563],[1783563],1,0,1,0.0,0.0,0.0,0.0,0.0
5664,Could you show me a collection of scholarly articles related to Nitrobenzene that discuss kinetic models for laser-induced fragmentation?,"[1836671, 1870124, 1544539, 1690981, 1416348, 1762370, 1368607, 1346977, 1468442, 1583020, 1500216, 1486351, 1464395, 1690589, 1530861, 1539431, 1477623, 1313900, 1450599, 1601435]",[1836671],[],1,1,0,1.0,1.0,1.0,1.0,1.0
7208,Publications by authors affiliated with Ussuriysk Astrophysical Observatory on the relationship between eruptive filaments and solar magnetic fields,"[1681742, 1337865, 1694211, 1375673, 1485003, 1620604, 1788599, 1733624, 1277874, 1837398, 1424394, 1639629, 1709927, 1584433, 1764153, 1279468, 1196428, 1400448, 1322551, 1250426]","[1222816, 1603525, 1669972, 1770232, 1284986]","[1222816, 1603525, 1669972, 1770232, 1284986]",5,0,5,0.0,0.0,0.0,0.0,0.0
11913,"Looking for papers having a coauthor in common with ""Quantitative analysis of strain distribution in InAs/InAs1−xSbx superlattices"", within the same research discipline, and suggesting a novel FPA architecture.","[1497712, 1315482, 1485599, 1194499, 1775697, 1357615, 1450534, 1357330, 1214400, 1839490, 1409019, 1793464, 1180502, 1411463, 1466543, 1189167, 1564930, 1368829, 1861757, 1362390]","[1502074, 1408635, 1403068, 1273941]","[1502074, 1408635, 1403068, 1273941]",4,0,4,0.0,0.0,0.0,0.0,0.0
4429,"Are there any papers authored by the same writer as ""Triton photodisintegration in three-dimensional approach"", discussing a nuclear process from 2013, and within the same discipline as the primary paper?","[1338078, 1562881, 1223372, 1202534, 1173259, 1273613, 1441285, 1312747, 1585000, 1548094, 1213065, 1330574, 1447071, 1418751, 1619036, 1390568, 1671367, 1396600, 1455665, 1637462]",[1451630],[1451630],1,0,1,0.0,0.0,0.0,0.0,0.0
9819,Show me papers where Davood Abbaszadeh is the author and the topic is the creation of PLEDs utilizing a stable aluminum cathode in air.,"[1650165, 1868857, 1371274, 1575273, 1467861, 1272819, 1616360, 1371210, 1326810, 1374113, 1581312, 1761753, 1224491, 1435344, 1254682, 1619452, 1324739, 1185457, 1261121, 1399077]",[1650165],[],1,1,0,1.0,1.0,1.0,1.0,1.0
8608,Show me publications by Li Yi on the investigation of flow and nonflow elements in particle collision events.,"[1209639, 1256616, 1318967, 1381538, 1280383, 1743730, 1850352, 1644098, 1409067, 1349082, 1373155, 1225908, 1553225, 1690223, 1300403, 1501403, 1728210, 1861038, 1709446, 1591148]",[1351335],[1351335],1,0,1,0.0,0.0,0.0,0.0,0.0
11621,"Show me the papers that are authored by the coauthors of ""Self-Dual Soliton Solution in a Generalized Jackiw-Pi Model"", and discuss compacton configurations.","[1283643, 1807376, 1311432, 1570129, 1558325, 1622096, 1264647, 1289904, 1590121, 1538274, 1553158, 1520960, 1596118, 1683803, 1591020, 1417763, 1603390, 1350634, 1366893, 1342718]",[1807376],[],1,1,0,1.0,1.0,0.0,1.0,0.5
936,Could you find any papers written by Yan Xu focusing on the research of the impact of additives? I'm particularly interested in those which offer an analysis of the effects of these additives.,"[1677011, 1773844, 1832664, 1316495, 1688332, 1544761, 1786782, 1695612, 1829382, 1842035, 1342804, 1675219, 1484933, 1454243, 1807978, 1373485, 1188002, 1332768, 1721697, 1450317]","[1238905, 1558354]","[1238905, 1558354]",2,0,2,0.0,0.0,0.0,0.0,0.0
3345,2017 publications on multiplex networks by Central European University researchers,"[1867661, 1393965, 1481859, 1687491, 1469059, 1797515, 1701955, 1238417, 1431550, 1648624, 1298621, 1822955, 1727561, 1652304, 1212230, 1743118, 1307269, 1859306, 1475227, 1764289]","[1745665, 1687491]",[1745665],2,1,1,0.5,0.5,0.0,1.0,0.25
5883,Search for publications on nanomaterials synthesis by authors affiliated with Khadir Mohideen College.,"[1628455, 1330148, 1397037, 1349857, 1319521, 1677765, 1321594, 1277905, 1714052, 1307979, 1646408, 1403394, 1526960, 1265659, 1592353, 1662661, 1326878, 1214122, 1458140, 1836732]","[1687412, 1692903]","[1687412, 1692903]",2,0,2,0.0,0.0,0.0,0.0,0.0
2999,Show me the research papers written by Bin Shao focusing on thermoelectric properties.,"[1774336, 1642094, 1536696, 1437514, 1475313, 1664518, 1349547, 1617183, 1784227, 1521363, 1196111, 1177062, 1783165, 1834618, 1511099, 1541011, 1329296, 1331630, 1319624, 1846054]","[1784227, 1787603]",[1787603],2,1,1,0.5,0.5,0.0,0.0,0.1111111111111111
4308,"Can you find papers that explore the impact of variables on horizontal buoyant jets and have referenced or been referenced by the study ""A convective-like energy-stable open boundary condition for simulations of incompressible flows""?","[1394563, 1261828, 1715578, 1208455, 1739116, 1783688, 1479402, 1464047, 1322811, 1684189, 1625359, 1591860, 1812600, 1520214, 1451521, 1477150, 1768154, 1322149, 1864634, 1787585]",[1356342],[1356342],1,0,1,0.0,0.0,0.0,0.0,0.0
3331,"What are the papers discussed about planet pairs near resonances that also reference the paper ""Eight planets in four multi-planet systems via transit timing variations in 1350 days?","[1191366, 1460879, 1461364, 1606083, 1428363, 1259082, 1854693, 1500949, 1654578, 1609511, 1746877, 1250643, 1610094, 1677447, 1196738, 1262240, 1436845, 1547599, 1801790, 1757158]","[1426592, 1574977, 1384962, 1607495, 1403912, 1523688, 1445452, 1404852, 1461364]","[1426592, 1574977, 1384962, 1607495, 1403912, 1523688, 1445452, 1404852]",9,1,8,0.1111111111111111,0.1111111111111111,0.0,1.0,0.3333333333333333
1320,"Does the Sainsbury Laboratory have any publications on Supernovae, incorporating recent molecular data in their examination of these cosmic events?","[1718012, 1567886, 1668302, 1460157, 1289217, 1747119, 1728488, 1319142, 1620308, 1861217, 1523736, 1574792, 1674766, 1314887, 1286362, 1427904, 1365871, 1334945, 1416142, 1473613]","[1381024, 1381624]","[1381024, 1381624]",2,0,2,0.0,0.0,0.0,0.0,0.0
7070,"Show me publications from the co-authors of ""Air quality and thermal comfort levels under extreme hot weather"", specifically those which analyze the comparison between satellite and model estimates of air quality from 2009-2010.","[1388381, 1543149, 1218323, 1277474, 1862382, 1573119, 1423577, 1217260, 1409233, 1313050, 1857377, 1444571, 1333495, 1408755, 1776093, 1698101, 1554636, 1857185, 1826954, 1784821]",[1291781],[1291781],1,0,1,0.0,0.0,0.0,0.0,0.0
5520,"What are the references to other studies examining multi-frequency radio observations of galaxies in the work ""The clustering and bias of radio-selected AGN and star-forming galaxies in the COSMOS field""?","[1785772, 1774194, 1763330, 1691622, 1739959, 1316733, 1566649, 1602855, 1741190, 1634069, 1608693, 1527028, 1311058, 1741014, 1662543, 1752905, 1596855, 1838113, 1327822, 1385895]","[1595553, 1710844, 1691333, 1741190, 1427437, 1581391, 1616277, 1745973, 1629943, 1402137, 1582268, 1566206]","[1595553, 1710844, 1691333, 1427437, 1581391, 1616277, 1745973, 1629943, 1402137, 1582268, 1566206]",12,1,11,0.08333333333333333,0.08333333333333333,0.0,0.0,0.1111111111111111
12569,Find papers by José M. Perez-Lorenzo on sound source localization with microphones.,"[1532334, 1382726, 1467272, 1393494, 1319585, 1615056, 1316724, 1833205, 1295860, 1697996, 1336494, 1716035, 1294961, 1271421, 1340880, 1236540, 1448892, 1470154, 1668746, 1177964]","[1319585, 1475811]",[1475811],2,1,1,0.5,0.5,0.0,1.0,0.2
730,Show me publications by Weiduo Zhao on reducing torque in military vehicles.,"[1594844, 1673728, 1465921, 1580206, 1422971, 1686969, 1557688, 1733165, 1411074, 1686391, 1506154, 1383057, 1712956, 1333324, 1817704, 1309265, 1517422, 1693869, 1396968, 1379373]",[1741341],[1741341],1,0,1,0.0,0.0,0.0,0.0,0.0
10361,Searching for papers on the Tomlinson model addressing the causes of directional friction variation.,"[1452901, 1775306, 1343080, 1358328, 1550493, 1493699, 1796195, 1458166, 1553651, 1665844, 1395859, 1524452, 1678513, 1412072, 1653924, 1231403, 1854348, 1183214, 1566455, 1256948]","[1452901, 1525446]",[1525446],2,1,1,0.5,0.5,1.0,1.0,1.0
5307,Are there any publications from Bukovinian State Medical University authors on the topic of spatial-frequency analysis in blood plasma imagery?,"[1581658, 1260063, 1278146, 1291987, 1247530, 1530631, 1474535, 1659708, 1382554, 1671579, 1415543, 1173340, 1299339, 1350579, 1604077, 1318442, 1285746, 1435254, 1490981, 1872220]",[1581658],[],1,1,0,1.0,1.0,1.0,1.0,1.0
7930,Show me publications by Ari Sihvola related to plasmonic resonances in various geometries.,"[1779277, 1576699, 1559666, 1763739, 1643035, 1719776, 1842129, 1411164, 1452016, 1715134, 1268979, 1753184, 1586167, 1224323, 1428875, 1865935, 1403937, 1306609, 1218780, 1450519]","[1719776, 1749314, 1494794, 1738538, 1575533, 1779277, 1619987]","[1749314, 1494794, 1738538, 1575533, 1619987]",7,2,5,0.2857142857142857,0.2857142857142857,1.0,1.0,1.0
12223,"What are the papers cited by ""Calibration of a flat field soft x-ray grating spectrometer for laser produced plasmas"" that also discuss future spectroscopy experiments with high-Z ions?","[1275872, 1722542, 1226823, 1327637, 1661980, 1272930, 1320074, 1504443, 1706482, 1232522, 1829364, 1400836, 1350536, 1503200, 1332543, 1313608, 1269081, 1624459, 1262816, 1750779]",[1261789],[1261789],1,0,1,0.0,0.0,0.0,0.0,0.0
7460,"Could you please locate papers from 2010 on quantum phase transition, within the same field as ""Cs Faraday optical filter with a single transmission peak resonant with the atomic transition at 455 nm"", and present a common co-author with it?","[1499325, 1717029, 1424526, 1865608, 1673430, 1289941, 1372040, 1405446, 1446636, 1860837, 1288713, 1497313, 1614864, 1564744, 1239536, 1318102, 1406910, 1265131, 1542619, 1602030]",[1625031],[1625031],1,0,1,0.0,0.0,0.0,0.0,0.0
11829,Which publications by Sigma-Aldrich researchers discuss microgravity experiments performed during parabolic flights?,"[1733392, 1490139, 1701781, 1340459, 1418921, 1385766, 1703512, 1314668, 1555251, 1364040, 1220273, 1517395, 1277136, 1527075, 1174450, 1739676, 1182880, 1195042, 1680507, 1353018]",[1733392],[],1,1,0,1.0,1.0,1.0,1.0,1.0
6522,Does the University of Maryland Biotechnology Institute publish any research on the interaction between biological nanofactories and bacteria?,"[1527859, 1828754, 1836634, 1327204, 1648565, 1702166, 1702248, 1479248, 1839822, 1177936, 1554134, 1527564, 1494579, 1385309, 1789584, 1448363, 1570368, 1686585, 1643998, 1808304]",[1527859],[],1,1,0,1.0,1.0,1.0,1.0,1.0
11514,"Show me publications from co-authors of the paper ""Magnetic Shielding Analysis of a Ferrite Plate With a Periodic Metal Strip"" that also discuss the use of magnetic shields in their research or applications.","[1425175, 1429340, 1668379, 1398955, 1558460, 1749674, 1546852, 1487694, 1323521, 1572351, 1788714, 1555558, 1471787, 1512453, 1202287, 1734203, 1304847, 1576609, 1521568, 1472675]","[1668379, 1429340, 1484157, 1425175]",[1484157],4,3,1,0.75,0.75,1.0,1.0,1.0
11958,"Show me papers discussing effective field theories near potential valleys, authored by collaborators on 'Gravitational Forces on a Codimension-2 Brane'.","[1534587, 1572028, 1860581, 1618904, 1652306, 1207635, 1509219, 1460338, 1524482, 1435694, 1629867, 1458216, 1567934, 1603211, 1589505, 1864831, 1429867, 1339963, 1865813, 1465388]",[1431839],[1431839],1,0,1,0.0,0.0,0.0,0.0,0.0
854,Could you show me some papers on Fixed Beam that delve into the development of carbon therapy facilities?,"[1791971, 1440595, 1251881, 1399810, 1259104, 1684614, 1452879, 1733262, 1250757, 1225291, 1281107, 1441947, 1394628, 1267967, 1446364, 1752305, 1279162, 1404819, 1452856, 1581661]",[1281107],[],1,1,0,1.0,1.0,0.0,0.0,0.09090909090909091
