id,ground_truths,query,original_answers,reranked_answers,hit_at_1,hit_at_5,mrr,recall_at_20
10929,[27933],Find health conditions linked to the HSP90AA1 protein that should not be treated with Dihydrocodeine.,"[27933, 83867, 35764, 27878, 35565, 30035, 35771, 37334, 28347, 83841, 84243, 32617, 37805, 84244, 37924, 29544, 28967, 36544, 98644, 36266]","[27933, 35771, 27878, 37334, 28347, 83841, 84243, 32617, 30035, 37805, 84244, 37924, 35764, 35565, 29544, 28967, 36544, 83867, 98644, 36266]",1.0,1.0,1.0,1.0
2748,[95115],"What diseases are associated with NUDT15 gene mutations, and how do these links affect disease presentation and treatment efficacy?","[95115, 30229, 29103, 30679, 97822, 99134, 38164, 38907, 29121, 31655, 38262, 27300, 31498, 28904, 27421, 28270, 28182, 31058, 28354, 30299]","[95115, 30229, 29103, 30679, 97822, 99134, 38164, 38907, 29121, 31655, 38262, 27300, 31498, 28904, 27421, 28270, 28182, 31058, 28354, 30299]",1.0,1.0,1.0,1.0
5215,"[94662, 94900, 94901, 94902, 98356, 98357, 38649, 98358, 27292]","What disease is a subtype of glycogen storage disease caused by branching enzyme deficiency, characterized by abnormal glycogen buildup, affecting enzymes involved in glycogen metabolism?","[27589, 38668, 38649, 27295, 38648, 29812, 29225, 32796, 32861, 32211, 38647, 28475, 94893, 33023, 29841, 98356, 98358, 94902, 94662, 98357]","[27589, 98356, 98358, 38649, 38648, 29225, 32861, 94902, 32211, 94662, 38668, 29812, 38647, 28475, 98357, 27295, 32796, 94893, 33023, 29841]",0.0,1.0,0.5,0.6666666666666666
2998,"[16353, 15555, 15174, 15274, 14957, 15151, 15484, 20305, 15188, 15417, 17306, 17307, 20508, 17309]",Could you recommend any appetite suppressants that are effective for weight control?,"[16205, 15188, 15417, 17307, 15484, 19503, 14721, 20508, 19327, 17309, 19504, 15151, 16885, 20191, 20305, 16353, 15555, 19326, 17797, 19328]","[16205, 15188, 15417, 17307, 15484, 14721, 20508, 17309, 19327, 15151, 20191, 16353, 20305, 19503, 15555, 19326, 19328, 19504, 16885, 17797]",0.0,1.0,0.5,0.7142857142857143
9696,[64512],Which anatomical structures lack the expression of genes or proteins that engage in interaction with peptidyl-lysine acetylation processes?,"[63235, 64799, 64876, 67302, 65990, 63826, 68030, 63180, 64470, 63921, 65509, 64902, 63680, 63952, 64338, 63372, 64317, 64814, 64551, 63379]","[63235, 64799, 64876, 67302, 65990, 63826, 68030, 64470, 63921, 65509, 63180, 64902, 63952, 63680, 64338, 63372, 64317, 64814, 64551, 63379]",0.0,0.0,0.0,0.0
10383,[1166],Which gene or protein is lacking in the tissues of both the lymph node and the heart muscle?,"[3093, 1709, 58401, 1166, 8144, 34190, 60353, 13843, 59279, 61407, 77371, 10552, 9748, 750, 2417, 5671, 8283, 79070, 3941, 81122]","[3093, 1709, 58401, 1166, 8144, 34190, 60353, 13843, 59279, 61407, 77371, 10552, 9748, 750, 2417, 5671, 8283, 79070, 3941, 81122]",0.0,1.0,0.25,1.0
1618,"[4224, 6432, 34948, 34952, 8234, 7467, 7915, 6415, 35089, 4371, 10263, 7575, 9915, 10270]","Please provide a list of genes associated with coding proteins linked to short rib-polydactyly syndrome, covering both the general condition and Majewski type specifically.","[34948, 34952, 35089, 7467, 4371, 6415, 9915, 10263, 4224, 7915, 8234, 10270, 7575, 6432, 5800, 35406, 35326, 81288, 35387, 35417]","[7467, 4371, 6415, 9915, 10263, 7915, 34948, 8234, 10270, 7575, 34952, 35089, 6432, 5800, 4224, 35406, 35326, 81288, 35387, 35417]",1.0,1.0,1.0,1.0
9487,"[56073, 55538, 56436, 56263]","Which cell structures engage with the genetic or proteomic entities affected by the compound N-{2,4-difluoro-3-[(5-pyridin-3-yl-1H-pyrrolo[2,3-b]pyridin-3-yl)carbonyl]phenyl}ethanesulfonamide?","[56436, 56073, 56263, 55538, 126196, 55635, 125013, 125962, 56241, 56223, 55522, 56063, 55725, 55767, 55842, 125216, 127096, 125560, 55638, 126636]","[56436, 56073, 56263, 55538, 126196, 55635, 125013, 125962, 56241, 56223, 55522, 56063, 55725, 55767, 55842, 127096, 125216, 125560, 55638, 126636]",1.0,1.0,1.0,1.0
8816,"[4162, 754]","Which protein, involved in modulating cell signaling networks through the removal of phosphate groups from tyrosine residues of its substrates, also engages with the entity responsible for catalyzing the process of Asparagine N-linked glycosylation?","[5569, 291, 4033, 43, 2486, 2140, 2447, 13285, 2250, 7569, 418, 2311, 866, 2731, 4157, 11976, 9725, 7756, 2546, 61461]","[5569, 291, 4033, 43, 2486, 2140, 2447, 13285, 2250, 7569, 418, 2311, 866, 2731, 4157, 11976, 9725, 7756, 2546, 61461]",0.0,0.0,0.0,0.0
1844,[29735],What diseases could be associated with the MARS1 gene in patients exhibiting symptoms of respiratory insufficiency and liver impairment?,"[29735, 27530, 27351, 31684, 28564, 28088, 29378, 30824, 31636, 31172, 28083, 30246, 32317, 30819, 31540, 30556, 32389, 35436, 28081, 29849]","[29735, 27530, 27351, 31684, 28088, 29378, 31636, 30824, 31172, 28083, 30246, 32317, 30819, 30556, 28564, 32389, 31540, 35436, 28081, 29849]",1.0,1.0,1.0,1.0
10405,[27732],Search for diseases not treated by any known drugs that are also linked to the symptom of having a flat face.,"[27433, 31470, 29158, 29648, 29298, 36266, 27164, 31458, 31087, 35565, 33349, 32081, 31113, 31822, 29056, 35532, 39724, 38341, 99264, 99289]","[27433, 31470, 29158, 29648, 29298, 27164, 31458, 33349, 32081, 31113, 31087, 31822, 29056, 35532, 38341, 39724, 99264, 99289, 36266, 35565]",0.0,0.0,0.0,0.0
7016,[1424],Identify common gene targets associated with both Hydrocortisone cypionate and Ciclesonide.,"[509, 1424, 8974, 13122, 13807, 10901, 12434, 697, 10312, 3183, 6541, 5573, 4152, 2387, 10133, 9181, 34059, 3894, 35040, 5248]","[509, 1424, 8974, 13122, 13807, 10901, 12434, 697, 10312, 3183, 6541, 5573, 4152, 2387, 10133, 9181, 34059, 3894, 35040, 5248]",0.0,1.0,0.5,1.0
1221,[97018],What is the subtype of pediatric liver sarcoma most commonly found in adolescents?,"[97018, 36729, 36631, 96425, 96773, 95892, 37064, 36727, 39744, 36634, 96222, 36787, 36078, 37202, 33715, 37170, 32621, 98033, 96297, 37173]","[97018, 36729, 36727, 33715, 36631, 96773, 39744, 96222, 32621, 37170, 98033, 96425, 95892, 36787, 37064, 36634, 36078, 37202, 96297, 37173]",1.0,1.0,1.0,1.0
8477,[10542],Which gene or protein is consistently non-expressed or missing in the adult mammalian renal system as well as the mammalian vulvar tissue?,"[77350, 77246, 7453, 60599, 57891, 34415, 34933, 10631, 3846, 3643, 77148, 7280, 56994, 3967, 7324, 79070, 36, 13281, 5158, 79317]","[77350, 77246, 7453, 60599, 34933, 57891, 34415, 10631, 3846, 3643, 77148, 7280, 56994, 3967, 7324, 79070, 36, 13281, 5158, 79317]",0.0,0.0,0.0,0.0
933,[18825],What drugs are known to primarily target the DCPS gene/protein in their mechanism of action?,"[14460, 18185, 15350, 14178, 17665, 14186, 15424, 20156, 15655, 18184, 14948, 15093, 17707, 18825, 20896, 15871, 14952, 17737, 15523, 17684]","[14460, 18185, 15350, 14178, 17665, 14186, 15424, 20156, 15655, 18184, 14948, 15093, 17707, 18825, 20896, 15871, 14952, 17737, 15523, 17684]",0.0,0.0,0.07142857142857142,1.0
5152,[62390],What signaling pathway is connected to the 'Neuronal System' pathway and controls the stability of neurons' resting membrane potential?,"[62359, 62364, 62390, 62833, 62365, 62385, 62706, 129303, 62489, 62497, 63048, 127630, 62610, 62475, 62594, 128553, 127975, 128458, 128286, 129352]","[62390, 62359, 62833, 62364, 129303, 62385, 63048, 127630, 62706, 62365, 62497, 62489, 62475, 62594, 128553, 128458, 127975, 128286, 62610, 129352]",1.0,1.0,1.0,1.0
4996,[31570],Which condition involves a posterior polar cataract in its symptoms and is linked to the ITM2B gene?,"[30103, 31570, 30929, 30382, 33598, 31925, 30826, 32716, 35963, 84158, 84109, 35966, 84156, 84111, 84108, 30781, 36326, 29671, 29991, 29688]","[31570, 30103, 30929, 30382, 33598, 31925, 30826, 32716, 35963, 84158, 84109, 35966, 84156, 84111, 30781, 84108, 36326, 29671, 29991, 29688]",1.0,1.0,1.0,1.0
9516,"[33894, 12713, 8458, 3916, 3181, 13455, 3419, 10133, 10647, 34107, 3484, 3901, 34398, 11771]",Which liver-expressed transporter gene or protein is involved in organic ion translocation and facilitates the movement of drugs that exhibit synergistic effects with 1-Testosterone?,"[56673, 5573, 3070, 2828, 9409, 7206, 5258, 1604, 22049, 59374, 13805, 35147, 396, 59372, 9293, 10647, 10133, 13509, 33894, 12713]","[3070, 10647, 10133, 33894, 56673, 5573, 2828, 12713, 9409, 7206, 5258, 1604, 22049, 59374, 13805, 35147, 396, 59372, 9293, 13509]",0.0,1.0,0.5,0.2857142857142857
5631,"[5664, 12353, 57287, 57898, 13839, 12272, 57875, 7860, 9014, 34360, 57407, 671]","What genes or proteins interact with the tubulin C-terminal post-translational modification pathway, bind to tubulin, and exhibit tubulin-glutamic acid ligase activity?","[5664, 57875, 7860, 57898, 12353, 34360, 57287, 9014, 12272, 4410, 34474, 58637, 12667, 671, 10269, 57900, 58639, 6947, 4719, 5942]","[5664, 57875, 7860, 57898, 12353, 34360, 57287, 9014, 12272, 34474, 12667, 671, 4410, 58637, 10269, 57900, 6947, 4719, 5942, 58639]",1.0,1.0,1.0,0.8333333333333334
7313,[1057],"Identify genes or proteins that (1) engage in interaction with TBK1, (2) are linked to the same pathology as TBK1, and (3) are capable of interacting with protein kinase B alpha (AKT1).","[418, 1057, 8241, 3672, 3131, 8512, 1931, 973, 5453, 3244, 482, 3247, 264, 1053, 3478, 7286, 4784, 34562, 7488, 5589]","[418, 1057, 8241, 3672, 3131, 8512, 1931, 973, 5453, 3244, 482, 3247, 264, 1053, 3478, 4784, 7286, 34562, 5589, 7488]",0.0,1.0,0.5,1.0
8753,[14586],Are there any pharmacological agents that act as electron donors in metabolic processes through reversible oxidation and reduction and influence genes or proteins associated with L-aminoadipate-semialdehyde dehydrogenase enzymatic function?,"[14586, 14889, 14587, 16188, 16684, 16183, 14726, 16185, 15954, 16187, 16184, 16189, 16186, 15953, 15952, 14681, 15270, 16562, 16082, 20099]","[14586, 14889, 14587, 16188, 16684, 16183, 14726, 16185, 15954, 16187, 16184, 16189, 16186, 15953, 15952, 14681, 15270, 16082, 16562, 20099]",1.0,1.0,1.0,1.0
6117,[111],"Could you identify the common genetic targets for both N-(M-Trifluoromethylphenyl) Phenoxazine-4,6-Dicarboxylic Acid and (2S)-3-[(9H-fluoren-9-ylideneamino)oxy]-2-methylpropanoic acid?","[111, 2165, 29, 1986, 363, 3282, 4640, 3474, 9055, 3765, 8038, 706, 197, 67, 2674, 9917, 8974, 4569, 8300, 22092]","[111, 2165, 29, 1986, 363, 3282, 4640, 3474, 9055, 3765, 8038, 706, 197, 67, 2674, 9917, 8974, 4569, 8300, 22092]",1.0,1.0,1.0,1.0
5285,[35260],"Please find genes or proteins with structural molecular activity linked to the basal body-plasma membrane anchoring pathway, particularly those interacting with NPHP1, suggesting involvement in a common signaling pathway.","[35260, 501, 8060, 2683, 10050, 769, 2827, 6269, 572, 5188, 6676, 1407, 1444, 6169, 1135, 3424, 6921, 7280, 627, 61461]","[35260, 501, 8060, 2683, 10050, 769, 2827, 6269, 572, 5188, 6676, 1407, 1444, 6169, 1135, 3424, 6921, 7280, 627, 61461]",1.0,1.0,1.0,1.0
1722,[97962],What could be a related disease if someone has oromandibular-limb hypogenesis syndrome and a fibrous band linking their tongue to the palate or gingival ridge?,"[38131, 97962, 39152, 31207, 30641, 98029, 35513, 32528, 37898, 30341, 29032, 38104, 32315, 28133, 97784, 36669, 38105, 97824, 30690, 31984]","[97962, 31984, 31207, 30641, 98029, 35513, 32528, 39152, 37898, 30341, 38131, 29032, 38104, 32315, 28133, 97784, 97824, 36669, 38105, 30690]",1.0,1.0,1.0,1.0
9257,[8503],What are the common genetic targets of Meclofenamic acid and Escherichia coli-derived Asparaginase?,"[8503, 9031, 3631, 4425, 3070, 3294, 13872, 13509, 7880, 697, 9134, 8974, 4315, 6832, 56673, 22077, 3321, 13003, 11324, 7834]","[8503, 9031, 3631, 4425, 3070, 3294, 13872, 13509, 7880, 697, 9134, 8974, 4315, 6832, 56673, 22077, 3321, 13003, 11324, 7834]",1.0,1.0,1.0,1.0
5881,[111],"What are the common genetic targets associated with the action of both 2',4'-Dichloro-4-hydroxy-1,1'-biphenyl-3-carboxylic acid and Liotrix?","[111, 8974, 697, 10647, 33894, 4152, 10133, 13509, 1432, 59793, 2123, 56616, 4315, 5573, 11624, 7368, 11513, 6543, 13807, 8414]","[111, 8974, 697, 10647, 33894, 4152, 10133, 13509, 1432, 59793, 2123, 56616, 4315, 5573, 11624, 7368, 11513, 6543, 13807, 8414]",1.0,1.0,1.0,1.0
5236,[13699],Could you supply a list of gene or protein regulators involved in ATPase activity that are also associated with the development of autism?,"[34379, 34388, 2037, 13718, 10094, 6177, 10120, 34385, 12539, 2290, 3085, 5462, 9324, 730, 12387, 9254, 78028, 80636, 97, 2820]","[34379, 34388, 13718, 10094, 6177, 10120, 2037, 34385, 12539, 2290, 3085, 9324, 730, 5462, 12387, 9254, 97, 78028, 2820, 80636]",0.0,0.0,0.0,0.0
6960,[457],Which gene or protein is not expressed in either the salivary glands or the renal nephron's tubular structures?,"[11504, 13129, 10110, 7713, 33784, 12040, 58420, 12650, 7605, 2308, 7900, 5737, 10419, 12489, 3456, 79070, 79462, 3470, 7280, 3424]","[13129, 10110, 12650, 7713, 7900, 5737, 58420, 79462, 10419, 33784, 79070, 12040, 2308, 7605, 12489, 11504, 3456, 3470, 7280, 3424]",0.0,0.0,0.0,0.0
5574,[18132],Which strobilurin fungicides target both CYC1 and UQCRB genes/proteins?,"[18132, 18133, 16539, 18131, 18137, 18136, 18138, 18134, 18135, 15993, 18296, 18287, 18297, 17144, 15914, 21558, 20896, 16318, 19525, 14190]","[18132, 18133, 16539, 18131, 18137, 18136, 18138, 18134, 18135, 15993, 18296, 18287, 18297, 17144, 15914, 21558, 20896, 16318, 19525, 14190]",1.0,1.0,1.0,1.0
139,[29819],"Can you list the diseases associated with the PDE8B gene, specifically those that fall under primary pigmented nodular adrenocortical disease with a known PDE11A gene mutation etiology?","[29819, 30162, 38513, 38003, 35510, 38591, 35432, 27933, 83841, 28999, 30111, 31078, 31352, 83840, 38957, 30003, 30758, 32943, 30698, 33099]","[29819, 30162, 38591, 38513, 35432, 38003, 35510, 27933, 83841, 28999, 30111, 31078, 31352, 83840, 38957, 30003, 32943, 30698, 30758, 33099]",1.0,1.0,1.0,1.0
1893,[95859],Which diseases are related to or fall under oophoritis and also manifest with tuberculous inflammation of the ovaries?,"[95859, 95421, 99072, 36424, 36068, 35638, 35555, 35554, 36228, 84080, 36703, 39649, 39705, 36258, 31617, 95172, 37161, 84054, 96102, 95582]","[95859, 95421, 99072, 36068, 35555, 36424, 35638, 35554, 36228, 39705, 84080, 36703, 36258, 31617, 95172, 37161, 84054, 96102, 39649, 95582]",1.0,1.0,1.0,1.0
10411,[13398],Which genes or proteins are expressed in the pericardium but not in the deltoid muscle?,"[2773, 61, 3387, 704, 1403, 13628, 2500, 10833, 13398, 3225, 652, 1532, 9724, 5581, 878, 3721, 2417, 6826, 13349, 3212]","[2773, 61, 3387, 704, 1403, 13628, 2500, 10833, 13398, 3225, 652, 1532, 9724, 5581, 878, 3721, 2417, 6826, 13349, 3212]",0.0,0.0,0.1111111111111111,1.0
1595,[20210],Could you provide a list of medications that are compatible with Ormeloxifene for treating a respiratory infection?,"[14427, 14213, 15191, 15190, 14785, 14451, 14370, 15644, 15377, 14600, 15308, 15496, 15452, 14291, 14201, 20732, 15318, 15464, 21404, 15381]","[14427, 14370, 15452, 14291, 15191, 14785, 15496, 14201, 15318, 15464, 15190, 14451, 14213, 15644, 15377, 14600, 15308, 21404, 20732, 15381]",0.0,0.0,0.0,0.0
5602,[16326],Can you find any medications that target the ODC1 gene/protein and are toxic diamines resulting from the breakdown of ornithine and arginine?,"[16326, 17014, 16821, 17126, 14631, 17127, 15906, 17128, 14647, 16571, 14691, 17026, 15739, 14128, 18841, 15924, 16871, 20918, 16834, 14313]","[16326, 17014, 16821, 17126, 14631, 17127, 17128, 15906, 14647, 16571, 14691, 17026, 15739, 14128, 15924, 16871, 16834, 18841, 20918, 14313]",1.0,1.0,1.0,1.0
4948,"[21530, 17774, 14694]",Could you suggest medications that are compatible with Pegamotecan and Pegaptanib to enhance their efficacy and also help increase my neutrophil levels?,"[14694, 17774, 21530, 19644, 17539, 14503, 21536, 21539, 14556, 21537, 21535, 21534, 18098, 21531, 16512, 21626, 21538, 17112, 21620, 14758]","[14694, 17774, 21530, 19644, 17112, 17539, 14503, 21536, 14556, 21537, 18098, 21535, 21620, 21539, 21534, 21531, 21626, 16512, 14758, 21538]",1.0,1.0,1.0,1.0
501,[4690],"Please compile a list of genes and proteins involved in the Generic Transcription Pathway by interaction, which are also linked to salivary gland cancer.","[58236, 5168, 3178, 5175, 57970, 2107, 57979, 58238, 4391, 58163, 57986, 58132, 58119, 6256, 12293, 82457, 83479, 1785, 4500, 80580]","[58236, 5168, 3178, 5175, 57970, 2107, 57979, 58238, 4391, 58163, 57986, 58132, 58119, 6256, 12293, 82457, 83479, 1785, 4500, 80580]",0.0,0.0,0.0,0.0
8548,"[128875, 128876]","I'm searching for a biological pathway that plays a role in events associated with Cyclin E during the G1/S transition phase, which also interacts with the same genes or proteins that Cyclin E:Cdk2 complexes do. Additionally, this pathway should involve the phosphorylation of proteins crucial to the G1/S transition, a process mediated by the action of Cyclin E:Cdk2 complexes. Can you identify this pathway for me?","[128876, 62856, 62857, 62862, 128878, 62512, 128504, 128818, 128871, 128875, 62415, 62869, 62615, 129011, 63076, 128882, 62850, 62737, 128877, 62863]","[128876, 62856, 62857, 62862, 128878, 62512, 128504, 128818, 128871, 128875, 62415, 62869, 62615, 129011, 63076, 128882, 62850, 62737, 128877, 62863]",1.0,1.0,1.0,1.0
6522,"[1640, 7893]","Identify genes or proteins that both engage in interactions with CCM2 and are implicated in the same pathological conditions, while also being part of a protein complex with other cerebral cavernous malformation (CCM) gene family constituents.","[7893, 1640, 56994, 3943, 1314, 13646, 4838, 57061, 9091, 5830, 7332, 7447, 1057, 2379, 7659, 13012, 57035, 11988, 60758, 151]","[7893, 1640, 56994, 3943, 1314, 13646, 4838, 57061, 9091, 5830, 7332, 7447, 1057, 2379, 7659, 13012, 57035, 11988, 60758, 151]",1.0,1.0,1.0,1.0
181,"[16688, 16785, 16787, 16780]","What are the effective inhibitors of the membrane-bound metalloendopeptidase, or enkephalinase, that interact with the MME gene/protein?","[16785, 16782, 16779, 16780, 16783, 16691, 15077, 16781, 16688, 16784, 16787, 16786, 14475, 14823, 14385, 15391, 15905, 17037, 19300, 16074]","[16785, 16691, 16688, 16787, 16786, 16780, 16783, 16782, 16779, 15077, 16781, 16784, 14475, 14823, 14385, 15391, 15905, 17037, 19300, 16074]",1.0,1.0,1.0,1.0
4045,[29553],"Please find diseases linked to the DCLRE1C gene, characterized by severe, recurrent infections, diarrhea, failure to thrive, and heightened sensitivity to ionizing radiation.","[29553, 38128, 95088, 29293, 30556, 31377, 38267, 32104, 38262, 27496, 27571, 31576, 99681, 30655, 98589, 28207, 31989, 30370, 28871, 31760]","[29553, 38128, 27496, 29293, 30556, 31377, 27571, 99681, 30655, 28207, 31989, 95088, 38267, 38262, 31576, 30370, 32104, 98589, 28871, 31760]",1.0,1.0,1.0,1.0
2625,[36923],Which disease falls under malignant histiocytosis and is linked to the SLC29A3 gene/protein?,"[36923, 30438, 38898, 33528, 33636, 28407, 33616, 27219, 27933, 31109, 37703, 28552, 83760, 36043, 36453, 94960, 97990, 99985, 98666, 31564]","[36923, 30438, 38898, 33528, 33636, 28407, 33616, 27219, 27933, 31109, 28552, 36453, 37703, 83760, 36043, 94960, 97990, 99985, 98666, 31564]",1.0,1.0,1.0,1.0
4710,"[36752, 98650, 39173, 30888]","What is the diagnosis for a condition involving chronic neuroinflammation, specifically a form of encephalitis with ongoing inflammation in the brain?","[95007, 35567, 95693, 96198, 32753, 39513, 39173, 36752, 99648, 38937, 33127, 97135, 95174, 37881, 36218, 29354, 98648, 95179, 33120, 39021]","[95007, 35567, 95693, 96198, 32753, 39513, 39173, 36752, 99648, 33120, 38937, 33127, 97135, 95174, 37881, 36218, 29354, 98648, 95179, 39021]",0.0,0.0,0.14285714285714285,0.5
1471,[97346],What is the name of the condition associated with cervical cancer that involves cysts with both columnar and squamous cells in the cervix?,"[36830, 97423, 96855, 31107, 39706, 96800, 36828, 36665, 96645, 97264, 37252, 37928, 96755, 96848, 96260, 37536, 84243, 36933, 37436, 95992]","[36830, 39706, 97264, 37928, 37536, 31107, 36665, 37252, 96755, 96848, 96855, 97423, 36828, 96645, 96800, 96260, 84243, 36933, 37436, 95992]",0.0,0.0,0.0,0.0
5323,"[30603, 28183]","What possible conditions could I have that involve persistent fatigue and weakness, considering my family history of thrombocytopenia with congenital dyserythropoietic anemia? Are there hereditary diseases related to these symptoms?","[29299, 28183, 29585, 28589, 28147, 27493, 29324, 28979, 28687, 30993, 30011, 31204, 29810, 31613, 31476, 32192, 97769, 38976, 33233, 98156]","[29299, 28183, 29585, 28589, 28147, 27493, 29324, 28979, 28687, 30993, 30011, 31613, 31476, 97769, 38976, 31204, 29810, 32192, 33233, 98156]",0.0,1.0,0.5,0.5
228,[806],Could you identify genes or proteins that interact with RTL10 and are also associated with chromatin organization?,"[51, 795, 598, 454, 3, 25, 587, 806, 515, 18, 4323, 443, 119, 153, 536, 11213, 57357, 11859, 2764, 57529]","[51, 3, 25, 587, 806, 598, 454, 515, 18, 443, 795, 4323, 119, 153, 536, 2764, 11213, 57357, 11859, 57529]",0.0,1.0,0.2,1.0
10512,[62439],Identify pathways associated with the autointegration process resulting in circular viral DNA and its interaction with common genes/proteins.,"[62575, 127866, 127719, 127718, 63076, 128990, 129208, 128055, 128378, 127806, 128118, 62527, 128205, 129059, 127807, 127820, 127819, 62439, 127818, 62511]","[62575, 127866, 127719, 127718, 63076, 128990, 129208, 128055, 128378, 128118, 129059, 127820, 62527, 128205, 127819, 62439, 127818, 127806, 127807, 62511]",0.0,0.0,0.0625,1.0
634,[14553],Which drugs interact with the SERPINA1 gene/protein as carriers?,"[14553, 14037, 14048, 14045, 14032, 14038, 14040, 14043, 14050, 14030, 14049, 14044, 14042, 14019, 14041, 15670, 15017, 18178, 15205, 20182]","[14553, 14037, 14048, 14045, 14032, 14038, 14040, 14043, 14050, 14030, 14049, 14044, 14042, 14019, 14041, 15670, 15017, 18178, 15205, 20182]",1.0,1.0,1.0,1.0
8681,"[17728, 17729, 17730, 14667, 17727]","Which pharmaceutical agents not only exhibit a synergistic effect when combined with Incadronic acid but are also approved for treating the same condition, and possess an extended half-life ensuring prolonged therapeutic impact within the body?","[14307, 17729, 17727, 14667, 15447, 14333, 17428, 14236, 20700, 15002, 16510, 14204, 20264, 15627, 15367, 17735, 17608, 15102, 14771, 15800]","[14307, 17729, 17727, 14667, 15447, 17428, 15002, 16510, 14333, 14236, 20700, 14204, 15367, 20264, 15627, 17608, 15102, 14771, 15800, 17735]",0.0,1.0,0.5,0.6
1340,[60162],"What are the genes or proteins that interact with NMD3, are expressed in adult mammalian kidneys, have a role in secretion and transport, and show high expression levels in lung tissue?","[161, 9270, 795, 1409, 7375, 4943, 8424, 189, 7985, 1816, 12676, 8005, 59320, 10366, 11668, 9250, 3424, 34889, 9780, 58760]","[161, 9270, 795, 1409, 7375, 4943, 8424, 189, 7985, 1816, 12676, 8005, 59320, 10366, 11668, 9250, 3424, 34889, 9780, 58760]",0.0,0.0,0.0,0.0
957,"[16592, 16589, 16590]",Could you suggest any treatments compatible with Phenelzine that are effective for hemoglobinopathy and also assist in dissolving blood clots?,"[15312, 14341, 15747, 17608, 14771, 16550, 14550, 14327, 14991, 14424, 14143, 20730, 20735, 15140, 16844, 14884, 20602, 19612, 15800, 16638]","[15312, 14341, 15747, 17608, 14771, 16550, 14991, 14424, 14143, 20730, 20735, 14327, 16844, 20602, 15800, 16638, 15140, 14550, 14884, 19612]",0.0,0.0,0.0,0.0
1172,"[27761, 96063]",Please list diseases related to polyradiculoneuropathy that affect multiple spinal nerve roots and share a similar or subordinate pathophysiological relationship.,"[96063, 36008, 27761, 32591, 37050, 36915, 35751, 96037, 36263, 35846, 38091, 38097, 33185, 36516, 36478, 94867, 96062, 99041, 36985, 94618]","[96063, 27761, 32591, 37050, 36915, 36008, 35751, 33185, 96037, 35846, 36263, 38091, 36516, 36478, 94867, 38097, 96062, 99041, 36985, 94618]",1.0,1.0,1.0,1.0
967,[21619],"Could you provide me with alternative treatments that complement Methotrexate and enhance its synergy with Tetrahydrofolic acid, as well as assist in the safe clearance of Methotrexate from my system when necessary?","[15954, 14682, 15955, 20274, 15299, 14678, 21480, 14727, 17012, 21481, 14279, 15987, 20324, 14964, 20336, 14194, 14683, 14733, 21729, 14273]","[20274, 14682, 15299, 21481, 14678, 15955, 14727, 14279, 15987, 20324, 17012, 14964, 21480, 20336, 14733, 14683, 15954, 21729, 14273, 14194]",0.0,0.0,0.0,0.0
3365,[14971],Can you list the medications suitable for benign prostatic hyperplasia and tell me if any are linked to dysphagia as a side effect?,"[14971, 15433, 15557, 14541, 15108, 14305, 16303, 15677, 14996, 14292, 15420, 14974, 14937, 16550, 15143, 15684, 14583, 14406, 16476, 15080]","[14971, 15433, 15557, 15108, 14305, 16303, 14996, 14541, 15677, 15143, 14292, 14937, 16550, 14583, 14974, 15420, 15684, 14406, 16476, 15080]",1.0,1.0,1.0,1.0
631,[33398],"What condition could cause pain and visual symptoms like blurriness or floaters, and is manageable with Propranolol?","[33398, 84050, 36035, 33618, 33577, 32495, 27684, 29587, 30533, 33705, 30820, 28052, 84239, 84237, 33276, 96935, 36335, 95618, 30712, 95646]","[33398, 84050, 36035, 33618, 33577, 32495, 27684, 29587, 30533, 33705, 30820, 28052, 84239, 84237, 33276, 96935, 36335, 95618, 30712, 95646]",1.0,1.0,1.0,1.0
9382,[1533],Identify genes or proteins that interact with the interleukin-6 receptor (IL6R) and are linked to a common effect or phenotype.,"[1533, 1567, 1410, 729, 5513, 350, 119, 454, 503, 363, 1494, 174, 8853, 10192, 3739, 9234, 7399, 4304, 7288, 1654]","[1533, 1567, 1410, 729, 5513, 350, 119, 454, 503, 363, 1494, 174, 8853, 10192, 3739, 9234, 7399, 4304, 7288, 1654]",1.0,1.0,1.0,1.0
7945,[39145],"Which condition, characterized by tiny blisters on the corneal surface that can deteriorate into branch-like ulcers, would render the conventional medications for treating mite infestations inadvisable?","[39145, 35533, 37558, 36026, 84219, 33648, 31039, 84215, 36048, 35543, 39728, 84218, 31218, 38733, 83881, 84089, 95684, 95519, 33229, 84070]","[39145, 36026, 31039, 84215, 84089, 35533, 84219, 84218, 37558, 33648, 36048, 35543, 39728, 31218, 38733, 83881, 95684, 95519, 33229, 84070]",1.0,1.0,1.0,1.0
3629,[28014],Can you give me a rundown of diseases associated with uneven facial features and typically involve an enlarged tongue?,"[28733, 38261, 36336, 29616, 37846, 95648, 35532, 38282, 28917, 27773, 30927, 35684, 37566, 99265, 97148, 97518, 38182, 31831, 36417, 97954]","[28733, 38261, 95648, 36336, 35532, 27773, 30927, 37566, 97518, 31831, 97954, 29616, 37846, 28917, 35684, 99265, 38282, 97148, 36417, 38182]",0.0,0.0,0.0,0.0
