id,query,entities,relations
1172,Please list diseases related to polyradiculoneuropathy that affect multiple spinal nerve roots and share a similar or subordinate pathophysiological relationship.,"{
  ""A"": {
    ""type"": [""disease""],
    ""lexical"": {""name"": ""polyradiculoneuropathy""},
    ""semantic"": [],
    ""constant"": true
  },
  ""ANSWER"": {
    ""type"": [""disease""],
    ""lexical"": {},
    ""semantic"": [
      ""related to polyradiculoneuropathy"",
      ""affect multiple spinal nerve roots"",
      ""share a similar or subordinate pathophysiological relationship""
    ],
    ""constant"": false
  }
}","{
(""A"", ""ANSWER""): [""associated with"", ""linked to"", ""parent-child""]
}"
967,"Could you provide me with alternative treatments that complement Methotrexate and enhance its synergy with Tetrahydrofolic acid, as well as assist in the safe clearance of Methotrexate from my system when necessary?","{
  ""A"": {
    ""type"": [""drug""],
    ""lexical"": {""name"": ""Methotrexate""},
    ""semantic"": [],
    ""constant"": true
  },
  ""B"": {
    ""type"": [""molecular_function""],
    ""lexical"": {""name"": ""Tetrahydrofolic acid""},
    ""semantic"": [],
    ""constant"": true
  },
  ""ANSWER"": {
    ""type"": [""drug""],
    ""lexical"": {},
    ""semantic"": [
      ""alternative treatments that complement Methotrexate"",
      ""enhance its synergy with Tetrahydrofolic acid"",
      ""assist in the safe clearance of Methotrexate from the system""
    ],
    ""constant"": false
  }
}","{
  (""A"", ""B""): [""interacts with"", ""synergistic interaction""],
  (""A"", ""ANSWER""): [""synergistic interaction""],
  (""B"", ""ANSWER""): [""interacts with"", ""synergistic interaction""]
}"
3365,Can you list the medications suitable for benign prostatic hyperplasia and tell me if any are linked to dysphagia as a side effect?,"{
  ""A"": {
    ""type"": [""disease""],
    ""lexical"": {""name"": ""benign prostatic hyperplasia""},
    ""semantic"": [],
    ""constant"": true
  },
  ""B"": {
    ""type"": [""effect/phenotype""],
    ""lexical"": {""name"": ""dysphagia""},
    ""semantic"": [""side effect""],
    ""constant"": true
  },
  ""ANSWER"": {
    ""type"": [""drug""],
    ""lexical"": {},
    ""semantic"": [
      ""suitable for benign prostatic hyperplasia"",
      ""linked to dysphagia as a side effect""
    ],
    ""constant"": false
  }
}","{
(""A"", ""ANSWER""): [""indication""],
(""ANSWER"", ""B""): [""side effect""]
}"
631,"What condition could cause pain and visual symptoms like blurriness or floaters, and is manageable with Propranolol?","{
  ""A"": {
    ""type"": [""drug""],
    ""lexical"": {""name"": ""Propranolol""},
    ""semantic"": [],
    ""constant"": true
  },
  ""ANSWER"": {
    ""type"": [""disease"", ""effect/phenotype""],
    ""lexical"": {},
    ""semantic"": [
      ""cause pain"",
      ""cause visual symptoms"",
      ""visual symptoms like blurriness"",
      ""visual symptoms like floaters"",
      ""manageable with Propranolol""
    ],
    ""constant"": false
  }
}","{
(""A"", ""ANSWER""): [""indication"", ""contraindication"", ""off-label use""]
}"
9382,Identify genes or proteins that interact with the interleukin-6 receptor (IL6R) and are linked to a common effect or phenotype.,"{
  ""A"": {
    ""type"": [""gene/protein""],
    ""lexical"": {""name"": ""interleukin-6 receptor""},
    ""semantic"": [""IL6R""],
    ""constant"": true
  },
  ""ANSWER"": {
    ""type"": [""gene/protein""],
    ""lexical"": {},
    ""semantic"": [
      ""interact with the interleukin-6 receptor"",
      ""linked to a common effect or phenotype""
    ],
    ""constant"": false
  },
  ""B"": {
    ""type"": [""effect/phenotype""],
    ""lexical"": {},
    ""semantic"": [
      ""common effect or phenotype"",
      ""linked to genes or proteins that interact with the interleukin-6 receptor""
    ],
    ""constant"": false
  }
}","{
(""A"", ""ANSWER""): [""interacts with"", ""associated with""],
(""ANSWER"", ""B""): [""associated with"", ""phenotype present"", ""phenotype absent""],
(""A"", ""B""): [""associated with"", ""linked to""]
}"
7945,"Which condition, characterized by tiny blisters on the corneal surface that can deteriorate into branch-like ulcers, would render the conventional medications for treating mite infestations inadvisable?","{
  ""A"": {
    ""type"": [""disease"", ""effect/phenotype""],
    ""lexical"": {},
    ""semantic"": [
      ""characterized by tiny blisters on the corneal surface"",
      ""can deteriorate into branch-like ulcers""
    ],
    ""constant"": false
  },
  ""B"": {
    ""type"": [""exposure""],
    ""lexical"": {""name"": ""mite infestations""},
    ""semantic"": [],
    ""constant"": true
  },
  ""ANSWER"": {
    ""type"": [""disease""],
    ""lexical"": {},
    ""semantic"": [
      ""would render the conventional medications for treating mite infestations inadvisable""
    ],
    ""constant"": false
  }
}","{
(""A"", ""B""): [""linked to""],
(""A"", ""ANSWER""): [""parent-child"", ""associated with""],
(""B"", ""ANSWER""): [""linked to"", ""contraindication""]
}"
3629,Can you give me a rundown of diseases associated with uneven facial features and typically involve an enlarged tongue?,"{
  ""A"": {
    ""type"": [""anatomy""],
    ""lexical"": {""name"": ""tongue""},
    ""semantic"": [],
    ""constant"": true
  },
  ""B"": {
    ""type"": [""anatomy""],
    ""lexical"": {""name"": ""face""},
    ""semantic"": [""facial features""],
    ""constant"": true
  },
  ""ANSWER"": {
    ""type"": [""disease""],
    ""lexical"": {},
    ""semantic"": [
      ""associated with uneven facial features"",
      ""typically involve an enlarged tongue""
    ],
    ""constant"": false
  }
}","{
(""A"", ""ANSWER""): [""associated with"", ""phenotype present""],
(""B"", ""ANSWER""): [""associated with"", ""phenotype present""]
}"
8772,"What are the common gene targets for 2,6-dimethyl-4-[(E)-2-phenylethenyl]phenol and O-Trifluoromethylphenyl Anthranilic Acid?","{
  ""A"": {
    ""type"": [""drug""],
    ""lexical"": {""name"": ""2,6-dimethyl-4-[(E)-2-phenylethenyl]phenol""},
    ""semantic"": [],
    ""constant"": true
  },
  ""B"": {
    ""type"": [""drug""],
    ""lexical"": {""name"": ""O-Trifluoromethylphenyl Anthranilic Acid""},
    ""semantic"": [],
    ""constant"": true
  },
  ""ANSWER"": {
    ""type"": [""gene/protein""],
    ""lexical"": {},
    ""semantic"": [""common gene targets for 2,6-dimethyl-4-[(E)-2-phenylethenyl]phenol and O-Trifluoromethylphenyl Anthranilic Acid""],
    ""constant"": false
  }
}","{
  (""A"", ""ANSWER""): [""target"", ""carrier"", ""transporter"", ""enzyme""],
  (""B"", ""ANSWER""): [""target"", ""carrier"", ""transporter"", ""enzyme""]
}"
2008,"What possible conditions could be indicated by a coin-shaped spot on a chest X-ray, especially considering my family history of lung issues?","{
  ""A"": {
    ""type"": [""anatomy""],
    ""lexical"": {""name"": ""chest""},
    ""semantic"": [],
    ""constant"": true
  },
  ""B"": {
    ""type"": [""exposure""],
    ""lexical"": {""name"": ""family history of lung issues""},
    ""semantic"": [""lung issues in family""],
    ""constant"": false
  },
  ""ANSWER"": {
    ""type"": [""disease"", ""effect/phenotype""],
    ""lexical"": {},
    ""semantic"": [
      ""condition indicated by a coin-shaped spot on a chest X-ray"",
      ""considering family history of lung issues""
    ],
    ""constant"": false
  }
}","{
(""A"", ""ANSWER""): [""expression present"", ""expression absent""],
(""B"", ""ANSWER""): [""linked to""],
(""B"", ""A""): [""interacts with""]
}"
452,"Could you identify a medication targeting the SCN4A gene/protein and supply details on its pharmacokinetics, focusing on its elimination half-life? Also, does this drug induce localized numbness from the thoracic area to the lower limbs?","{
  ""A"": {
    ""type"": [""gene/protein""],
    ""lexical"": {""name"": ""SCN4A""},
    ""semantic"": [],
    ""constant"": true
  },
  ""ANSWER"": {
    ""type"": [""drug""],
    ""lexical"": {},
    ""semantic"": [
      ""medication targeting the SCN4A gene/protein"",
      ""details on its pharmacokinetics"",
      ""focusing on its elimination half-life"",
      ""induce localized numbness from the thoracic area to the lower limbs""
    ],
    ""constant"": false
  },
  ""B"": {
    ""type"": [""anatomy""],
    ""lexical"": {},
    ""semantic"": [
      ""thoracic area"",
      ""lower limbs""
    ],
    ""constant"": false
  }
}","{
(""A"", ""ANSWER""): [""target"", ""associated with""],
(""ANSWER"", ""B""): [""side effect""]
}"
10053,"I'm looking for angiotensin receptor blockers (ARBs) that specifically target the AT1 subtype, which also enhance the effects when used in combination with Pindolol. Could you list any ARBs that are prescribed for the same conditions as Pindolol?","{
  ""A"": {
    ""type"": [""drug""],
    ""lexical"": {""name"": ""Pindolol""},
    ""semantic"": [],
    ""constant"": true
  },
  ""B"": {
    ""type"": [""gene/protein"", ""molecular_function""],
    ""lexical"": {""name"": ""AT1""},
    ""semantic"": [""angiotensin receptor subtype""],
    ""constant"": true
  },
  ""ANSWER"": {
    ""type"": [""drug""],
    ""lexical"": {},
    ""semantic"": [
      ""angiotensin receptor blockers (ARBs)"",
      ""specifically target the AT1 subtype"",
      ""enhance the effects when used in combination with Pindolol"",
      ""prescribed for the same conditions as Pindolol""
    ],
    ""constant"": false
  }
}","{
(""A"", ""ANSWER""): [""indication""],
(""B"", ""ANSWER""): [""target""],
(""A"", ""B""): []
}"
7630,Which anatomical structures lack the expression of genes or proteins that are involved in recognizing lipoteichoic acid?,"{
  ""A"": {
    ""type"": [""anatomy""],
    ""lexical"": {},
    ""semantic"": [""anatomical structures""],
    ""constant"": false
  },
  ""B"": {
    ""type"": [""gene/protein""],
    ""lexical"": {},
    ""semantic"": [""involved in recognizing lipoteichoic acid""],
    ""constant"": false
  },
  ""ANSWER"": {
    ""type"": [""anatomy""],
    ""lexical"": {},
    ""semantic"": [""lack the expression of genes or proteins"", ""involved in recognizing lipoteichoic acid""],
    ""constant"": false
  }
}","{
(""A"", ""B""): [""expression absent""],
(""ANSWER"", ""B""): [""expression absent""]
}"
5903,"Which gene or protein is capable of interacting with tyrosine hydroxylase (TH), shares associated effects or phenotypes with mitogen-activated protein kinase 3 (MAPK3), and possesses the functionality to bind to, or regulate MAPK3?","{
  ""A"": {
    ""type"": [""gene/protein""],
    ""lexical"": {""name"": ""tyrosine hydroxylase""},
    ""semantic"": [""TH""],
    ""constant"": true
  },
  ""B"": {
    ""type"": [""gene/protein""],
    ""lexical"": {""name"": ""mitogen-activated protein kinase 3""},
    ""semantic"": [""MAPK3""],
    ""constant"": true
  },
  ""ANSWER"": {
    ""type"": [""gene/protein""],
    ""lexical"": {},
    ""semantic"": [
      ""capable of interacting with tyrosine hydroxylase"",
      ""shares associated effects or phenotypes with mitogen-activated protein kinase 3"",
      ""possesses the functionality to bind to, or regulate MAPK3""
    ],
    ""constant"": false
  }
}","{
(""A"", ""ANSWER""): [""interacts with"", ""ppi""],
(""B"", ""ANSWER""): [""associated with"", ""interacts with"", ""ppi""]
}"
3007,"Can you supply a list of genes and proteins that interact with lipid-binding functions, partner with LRRK2 in protein-protein interactions, and also facilitate lipid-binding?","{
  ""A"": {
    ""type"": [""gene/protein""],
    ""lexical"": {""name"": ""LRRK2""},
    ""semantic"": [],
    ""constant"": true
  },
  ""B"": {
    ""type"": [""molecular_function""],
    ""lexical"": {""name"": ""lipid-binding functions""},
    ""semantic"": [],
    ""constant"": true
  },
  ""ANSWER"": {
    ""type"": [""gene/protein""],
    ""lexical"": {},
    ""semantic"": [
      ""interact with lipid-binding functions"",
      ""partner with LRRK2 in protein-protein interactions"",
      ""facilitate lipid-binding""
    ],
    ""constant"": false
  }
}","{
(""A"", ""ANSWER""): [""ppi"", ""interacts with""],
(""B"", ""ANSWER""): [""interacts with""]
}"
5546,Could you suggest any tablet or capsule medications that specifically target the CTRB1 gene/protein?,"{
  ""A"": {
    ""type"": [""gene/protein""],
    ""lexical"": {""name"": ""CTRB1""},
    ""semantic"": [],
    ""constant"": true
  },
  ""ANSWER"": {
    ""type"": [""drug""],
    ""lexical"": {""title"": ""tablet or capsule medications""},
    ""semantic"": [""target the CTRB1 gene/protein""],
    ""constant"": false
  }
}","{""A"", ""ANSWER"": [""target"", ""carrier"", ""transporter"", ""enzyme""]}"
196,"Can you find genes or proteins that regulate enzymes, interact with NCK2, and modulate enzymatic activity?","{
  ""A"": {
    ""type"": [""gene/protein""],
    ""lexical"": {""name"": ""NCK2""},
    ""semantic"": [],
    ""constant"": true
  },
  ""ANSWER"": {
    ""type"": [""gene/protein""],
    ""lexical"": {},
    ""semantic"": [
      ""regulate enzymes"",
      ""interact with NCK2"",
      ""modulate enzymatic activity""
    ],
    ""constant"": false
  }
}","{
(""A"", ""ANSWER""): [""interacts with"", ""ppi""]
}"
4936,Could you provide me with the early treatment options available in the US for Chagas disease to eliminate the parasite responsible for it?,"{
  ""A"": {
    ""type"": [""disease""],
    ""lexical"": {""name"": ""Chagas disease""},
    ""semantic"": [],
    ""constant"": true
  },
  ""B"": {
    ""type"": [""anatomy"", ""geography""],
    ""lexical"": {""name"": ""US""},
    ""semantic"": [],
    ""constant"": true
  },
  ""ANSWER"": {
    ""type"": [""drug"", ""treatment""],
    ""lexical"": {},
    ""semantic"": [
      ""early treatment options"",
      ""available in the US"",
      ""to eliminate the parasite responsible for Chagas disease""
    ],
    ""constant"": false
  }
}","{
(""A"", ""ANSWER""): [""indication"", ""contraindication"", ""off-label use""],
(""B"", ""ANSWER""): [],
(""A"", ""B""): []
}"
1541,"What signaling pathway, associated with the APAF1 protein and a part of the Cytochrome c-triggered apoptotic process, leads to the triggering of caspase-3 and -7 through the proteolytic activity of the apoptosome?","{
  ""A"": {
    ""type"": [""gene/protein""],
    ""lexical"": {""name"": ""APAF1""},
    ""semantic"": [],
    ""constant"": true
  },
  ""B"": {
    ""type"": [""biological_process""],
    ""lexical"": {""name"": ""Cytochrome c-triggered apoptotic process""},
    ""semantic"": [],
    ""constant"": true
  },
  ""C"": {
    ""type"": [""gene/protein""],
    ""lexical"": {""name"": ""caspase-3""},
    ""semantic"": [],
    ""constant"": true
  },
  ""D"": {
    ""type"": [""gene/protein""],
    ""lexical"": {""name"": ""caspase-7""},
    ""semantic"": [],
    ""constant"": true
  },
  ""E"": {
    ""type"": [""cellular_component""],
    ""lexical"": {""name"": ""apoptosome""},
    ""semantic"": [],
    ""constant"": true
  },
  ""ANSWER"": {
    ""type"": [""pathway""],
    ""lexical"": {},
    ""semantic"": [
      ""associated with the APAF1 protein"",
      ""part of the Cytochrome c-triggered apoptotic process"",
      ""leads to the triggering of caspase-3 and -7"",
      ""through the proteolytic activity of the apoptosome""
    ],
    ""constant"": false
  }
}","{
(""A"", ""B""): [""interacts with""],
(""A"", ""ANSWER""): [""interacts with""],
(""B"", ""ANSWER""): [""interacts with"", ""parent-child""],
(""C"", ""ANSWER""): [""interacts with""],
(""D"", ""ANSWER""): [""interacts with""],
(""E"", ""ANSWER""): [""interacts with""],
(""A"", ""E""): [""interacts with""],
(""B"", ""E""): [""interacts with""],
(""C"", ""E""): [""interacts with""],
(""D"", ""E""): [""interacts with""],
(""A"", ""C""): [""interacts with"", ""ppi""],
(""A"", ""D""): [""interacts with"", ""ppi""],
(""C"", ""D""): [""interacts with"", ""ppi""]
}"
4203,Could you list the diseases associated with or stemming from testicular disorders?,"{
  ""A"": {
    ""type"": [""anatomy""],
    ""lexical"": {""name"": ""testicular disorders""},
    ""semantic"": [""testicular""],
    ""constant"": true
  },
  ""ANSWER"": {
    ""type"": [""disease""],
    ""lexical"": {},
    ""semantic"": [
      ""associated with testicular disorders"",
      ""stemming from testicular disorders""
    ],
    ""constant"": false
  }
}","{""(A, ANSWER)"": [""associated with"", ""linked to""]}"
5527,Can you supply a selection of tablet or capsule medications designed to inhibit or interact with the MMP1 gene/protein?,"{
  ""A"": {
    ""type"": [""gene/protein""],
    ""lexical"": {""name"": ""MMP1""},
    ""semantic"": [],
    ""constant"": true
  },
  ""ANSWER"": {
    ""type"": [""drug""],
    ""lexical"": {},
    ""semantic"": [
      ""tablet or capsule medications"",
      ""designed to inhibit or interact with the MMP1 gene/protein""
    ],
    ""constant"": false
  }
}","{""(A, ANSWER)"": [""target"", ""interacts with"", ""enzyme"", ""carrier"", ""transporter""]}"
2673,What is the subtype of juvenile polyposis syndrome that includes refractory anemia as a symptom?,"{
  ""A"": {
    ""type"": [""disease""],
    ""lexical"": {""name"": ""juvenile polyposis syndrome""},
    ""semantic"": [],
    ""constant"": true
  },
  ""B"": {
    ""type"": [""disease""],
    ""lexical"": {""name"": ""refractory anemia""},
    ""semantic"": [],
    ""constant"": true
  },
  ""ANSWER"": {
    ""type"": [""disease""],
    ""lexical"": {},
    ""semantic"": [
      ""subtype of juvenile polyposis syndrome"",
      ""includes refractory anemia as a symptom""
    ],
    ""constant"": false
  }
}","{
(""A"", ""ANSWER""): [""parent-child""],
(""A"", ""B""): [""linked to""],
(""ANSWER"", ""B""): [""associated with"", ""linked to""]
}"
3598,Which pathway is a subordinate in the hierarchy to the Visual phototransduction pathway and functionally interacts with the HSD17B6 gene/protein?,"{
  ""A"": {
    ""type"": [""pathway""],
    ""lexical"": {""name"": ""Visual phototransduction pathway""},
    ""semantic"": [],
    ""constant"": true
  },
  ""B"": {
    ""type"": [""gene/protein""],
    ""lexical"": {""name"": ""HSD17B6""},
    ""semantic"": [],
    ""constant"": true
  },
  ""ANSWER"": {
    ""type"": [""pathway""],
    ""lexical"": {},
    ""semantic"": [
      ""subordinate in the hierarchy to the Visual phototransduction pathway"",
      ""functionally interacts with the HSD17B6 gene/protein""
    ],
    ""constant"": false
  }
}","{
(""A"", ""ANSWER""): [""parent-child""],
(""ANSWER"", ""B""): [""interacts with""]
}"
6083,Which medications are designed to influence genes or proteins associated with the enzymatic activity of dITP diphosphatase?,"{
  ""A"": {
    ""type"": [""gene/protein"", ""molecular_function""],
    ""lexical"": {""name"": ""dITP diphosphatase""},
    ""semantic"": [""enzymatic activity""],
    ""constant"": true
  },
  ""ANSWER"": {
    ""type"": [""drug""],
    ""lexical"": {},
    ""semantic"": [""influence genes or proteins associated with the enzymatic activity of dITP diphosphatase""],
    ""constant"": false
  }
}","{
(""A"", ""ANSWER""): [""target"", ""enzyme"", ""carrier"", ""transporter""]
}"
2416,Which diseases are considered subtypes or are directly related to intracranial arachnoid cysts?,"{
  ""ANSWER"": {
    ""type"": [""disease""],
    ""lexical"": {},
    ""semantic"": [
      ""subtypes or directly related to intracranial arachnoid cysts""
    ],
    ""constant"": false
  },
  ""A"": {
    ""type"": [""anatomy""],
    ""lexical"": {""name"": ""intracranial arachnoid cysts""},
    ""semantic"": [],
    ""constant"": true
  }
}","{
(""A"", ""ANSWER""): [""associated with"", ""linked to"", ""parent-child""]
}"
1792,"Seeking the gene that encodes for a type IV collagen subunit strengthening the extracellular matrix and shares a head-to-head configuration with a distinct type IV collagen gene, unified by a single promoter.","{
  ""A"": {
    ""type"": [""gene/protein""],
    ""lexical"": {},
    ""semantic"": [
      ""encodes for a type IV collagen subunit"",
      ""strengthening the extracellular matrix"",
      ""shares a head-to-head configuration with a distinct type IV collagen gene"",
      ""unified by a single promoter""
    ],
    ""constant"": false
  },
  ""B"": {
    ""type"": [""gene/protein"", ""molecular_function""],
    ""lexical"": {},
    ""semantic"": [
      ""distinct type IV collagen gene"",
      ""shares a head-to-head configuration"",
      ""unified by a single promoter""
    ],
    ""constant"": false
  },
  ""ANSWER"": {
    ""type"": [""gene/protein""],
    ""lexical"": {},
    ""semantic"": [
      ""encodes for a type IV collagen subunit"",
      ""strengthening the extracellular matrix"",
      ""shares a head-to-head configuration with a distinct type IV collagen gene"",
      ""unified by a single promoter""
    ],
    ""constant"": false
  }
}","{
(""A"", ""B""): [""ppi"", ""interacts with""],
(""A"", ""ANSWER""): [""ppi"", ""interacts with""],
(""B"", ""ANSWER""): [""ppi"", ""interacts with""]
}"
6213,Identify genes or proteins that interact with WIPF1 and are also linked to a common disease.,"{
  ""A"": {
    ""type"": [""gene/protein""],
    ""lexical"": {""name"": ""WIPF1""},
    ""semantic"": [],
    ""constant"": true
  },
  ""B"": {
    ""type"": [""disease""],
    ""lexical"": {},
    ""semantic"": [""common disease""],
    ""constant"": false
  },
  ""ANSWER"": {
    ""type"": [""gene/protein""],
    ""lexical"": {},
    ""semantic"": [""interact with WIPF1"", ""linked to a common disease""],
    ""constant"": false
  }
}","{
(""A"", ""ANSWER""): [""interacts with"", ""ppi""],
(""ANSWER"", ""B""): [""associated with"", ""linked to""]
}"
475,"Which condition is associated with the PMP22 gene and presents with paresthesias, ataxia, and neuropathic pain after an infection?","{
  ""A"": {
    ""type"": [""gene/protein""],
    ""lexical"": {""name"": ""PMP22""},
    ""semantic"": [],
    ""constant"": true
  },
  ""ANSWER"": {
    ""type"": [""disease""],
    ""lexical"": {},
    ""semantic"": [
      ""associated with the PMP22 gene"",
      ""presents with paresthesias"",
      ""presents with ataxia"",
      ""presents with neuropathic pain"",
      ""after an infection""
    ],
    ""constant"": false
  }
}","{""(A, ANSWER)"": [""associated with"", ""linked to""]}"
9336,What are the phenotypic manifestations or effects associated with the subtype of chondroid hamartoma?,"{
  ""A"": {
    ""type"": [""anatomy""],
    ""lexical"": {""name"": ""chondroid hamartoma""},
    ""semantic"": [],
    ""constant"": true
  },
  ""ANSWER"": {
    ""type"": [""effect/phenotype""],
    ""lexical"": {},
    ""semantic"": [
      ""associated with the subtype of chondroid hamartoma"",
      ""phenotypic manifestations"",
      ""effects""
    ],
    ""constant"": false
  }
}","{
(""A"", ""ANSWER""): [""associated with"", ""phenotype present""]
}"
10017,Which cellular structures come into contact with genes or proteins that are influenced by p-Coumaric acid?,"{
  ""A"": {
    ""type"": [""drug""],
    ""lexical"": {""name"": ""p-Coumaric acid""},
    ""semantic"": [],
    ""constant"": true
  },
  ""B"": {
    ""type"": [""gene/protein""],
    ""lexical"": {},
    ""semantic"": [""influenced by p-Coumaric acid""],
    ""constant"": false
  },
  ""ANSWER"": {
    ""type"": [""cellular_component""],
    ""lexical"": {},
    ""semantic"": [""come into contact with genes or proteins that are influenced by p-Coumaric acid""],
    ""constant"": false
  }
}","{
(""A"", ""B""): [""target"", ""carrier"", ""transporter"", ""enzyme""],
(""B"", ""ANSWER""): [""interacts with""]
}"
6164,Which cell structures interact with the genetic or protein targets of the drug Linaclotide?,"{
  ""A"": {
    ""type"": [""drug""],
    ""lexical"": {""name"": ""Linaclotide""},
    ""semantic"": [],
    ""constant"": true
  },
  ""ANSWER"": {
    ""type"": [""cellular_component""],
    ""lexical"": {},
    ""semantic"": [
      ""interact with the genetic or protein targets of the drug Linaclotide""
    ],
    ""constant"": false
  },
  ""B"": {
    ""type"": [""gene/protein""],
    ""lexical"": {},
    ""semantic"": [
      ""genetic or protein targets of the drug Linaclotide""
    ],
    ""constant"": false
  }
}","{
(""A"", ""B""): [""target"", ""carrier"", ""transporter"", ""enzyme""],
(""B"", ""ANSWER""): [""interacts with""]
}"
10629,"Which cellular structures engage with genes or proteins affected by the compound 4,6-dideoxy-4-amino-alpha-D-glucose?","{
  ""A"": {
    ""type"": [""drug""],
    ""lexical"": {""name"": ""4,6-dideoxy-4-amino-alpha-D-glucose""},
    ""semantic"": [],
    ""constant"": true
  },
  ""B"": {
    ""type"": [""gene/protein""],
    ""lexical"": {},
    ""semantic"": [""affected by the compound 4,6-dideoxy-4-amino-alpha-D-glucose""],
    ""constant"": false
  },
  ""ANSWER"": {
    ""type"": [""cellular_component""],
    ""lexical"": {},
    ""semantic"": [""engage with genes or proteins affected by the compound 4,6-dideoxy-4-amino-alpha-D-glucose""],
    ""constant"": false
  }
}","{
(""A"", ""B""): [""target"", ""transporter"", ""enzyme""],
(""B"", ""ANSWER""): [""interacts with""]
}"
904,Could you provide information on treatments available for C. diff colitis and clarify whether any of these medications could potentially lead to facial swelling as a side effect?,"{
  ""A"": {
    ""type"": [""disease""],
    ""lexical"": {""name"": ""C. diff colitis""},
    ""semantic"": [],
    ""constant"": true
  },
  ""B"": {
    ""type"": [""effect/phenotype""],
    ""lexical"": {""name"": ""facial swelling""},
    ""semantic"": [""side effect""],
    ""constant"": true
  },
  ""ANSWER"": {
    ""type"": [""drug""],
    ""lexical"": {},
    ""semantic"": [
      ""treatments available for C. diff colitis"",
      ""could potentially lead to facial swelling as a side effect""
    ],
    ""constant"": false
  }
}","{
(""A"", ""ANSWER""): [""indication"", ""contraindication"", ""off-label use""],
(""ANSWER"", ""B""): [""side effect""]
}"
1342,Please find a gene or protein associated with Spinocerebellar Ataxia type 8 that also interacts within the cell nucleus.,"{
  ""A"": {
    ""type"": [""disease""],
    ""lexical"": {""name"": ""Spinocerebellar Ataxia type 8""},
    ""semantic"": [],
    ""constant"": true
  },
  ""B"": {
    ""type"": [""cellular_component""],
    ""lexical"": {""name"": ""cell nucleus""},
    ""semantic"": [],
    ""constant"": true
  },
  ""ANSWER"": {
    ""type"": [""gene/protein""],
    ""lexical"": {},
    ""semantic"": [
      ""associated with Spinocerebellar Ataxia type 8"",
      ""interacts within the cell nucleus""
    ],
    ""constant"": false
  }
}","{
(""A"", ""ANSWER""): [""associated with"", ""linked to""],
(""ANSWER"", ""B""): [""interacts with""]
}"
2825,"What are some carbocyclic acid, aldehyde, or benzene derivative drugs that enhance the effects of Calcium carbimide and Disulfiram when administered together?","{
  ""A"": {
    ""type"": [""drug""],
    ""lexical"": {""name"": ""Calcium carbimide""},
    ""semantic"": [],
    ""constant"": true
  },
  ""B"": {
    ""type"": [""drug""],
    ""lexical"": {""name"": ""Disulfiram""},
    ""semantic"": [],
    ""constant"": true
  },
  ""ANSWER"": {
    ""type"": [""drug""],
    ""lexical"": {},
    ""semantic"": [
      ""carbocyclic acid derivative"",
      ""aldehyde derivative"",
      ""benzene derivative"",
      ""enhance the effects of Calcium carbimide and Disulfiram when administered together""
    ],
    ""constant"": false
  }
}","{
(""A"", ""B""): [""synergistic interaction""],
(""A"", ""ANSWER""): [""synergistic interaction""],
(""B"", ""ANSWER""): [""synergistic interaction""]
}"
7140,"Which condition, characterized by episodes precipitated by non-allergic stimuli like stress or physical activity, should not be treated with medications prescribed for cytomegalovirus retinitis due to contraindications?","{
  ""A"": {
    ""type"": [""disease""],
    ""lexical"": {""name"": ""cytomegalovirus retinitis""},
    ""semantic"": [],
    ""constant"": true
  },
  ""ANSWER"": {
    ""type"": [""disease""],
    ""lexical"": {},
    ""semantic"": [
      ""characterized by episodes precipitated by non-allergic stimuli"",
      ""episodes precipitated by stress"",
      ""episodes precipitated by physical activity"",
      ""should not be treated with medications prescribed for cytomegalovirus retinitis"",
      ""due to contraindications""
    ],
    ""constant"": false
  }
}","{
(""A"", ""ANSWER""): [""contraindication""]
}"
7679,Which cell parts engage in interactions with the genetic or proteomic elements affected by Rilpivirine?,"{
  ""A"": {
    ""type"": [""drug""],
    ""lexical"": {""name"": ""Rilpivirine""},
    ""semantic"": [],
    ""constant"": true
  },
  ""ANSWER"": {
    ""type"": [""cellular_component""],
    ""lexical"": {},
    ""semantic"": [
      ""engage in interactions with genetic or proteomic elements"",
      ""affected by Rilpivirine""
    ],
    ""constant"": false
  }
}","{
(""A"", ""ANSWER""): [""target"", ""transporter"", ""interacts with""]
}"
6242,Which investigational compounds are designed to affect genes or proteins associated with UDP-N-acetylgalactosamine diphosphorylase for scientific study?,"{
  ""A"": {
    ""type"": [""gene/protein""],
    ""lexical"": {""name"": ""UDP-N-acetylgalactosamine diphosphorylase""},
    ""semantic"": [],
    ""constant"": true
  },
  ""ANSWER"": {
    ""type"": [""drug""],
    ""lexical"": {},
    ""semantic"": [
      ""investigational compounds"",
      ""designed to affect genes or proteins associated with UDP-N-acetylgalactosamine diphosphorylase"",
      ""for scientific study""
    ],
    ""constant"": false
  }
}","{""(A"", ""ANSWER"")"": [""target"", ""carrier"", ""transporter"", ""enzyme""]}"
