id,query,ground_truths,status,entities,relations,results,grounding_candidates,vss_merged_candidates
9412,What are some publications by the Research Council of Norway that discuss the capabilities of the Timepix3 detector?,[1656841],IN_PROGRESS,"{""A"": {""type"": [""institution""], ""lexical"": {""name"": ""Research Council of Norway""}, ""semantic"": [], ""constant"": true}, ""B"": {""type"": [""field_of_study""], ""lexical"": {}, ""semantic"": [""Timepix3 detector capabilities""], ""constant"": false}, ""ANSWER"": {""type"": [""paper""], ""lexical"": {}, ""semantic"": [""publications by the Research Council of Norway"", ""discuss the capabilities of the Timepix3 detector""], ""constant"": false}}","{('A', 'ANSWER'): ['author___affiliated_with___institution'], ('ANSWER', 'B'): ['paper___has_topic___field_of_study']}","{'answer_list': [1618297, 1272739, 1330528, 1291185, 1642567, 1685446, 1738136, 1599731, 1480253, 1239409, 1709813, 1717864, 1320812, 1490465, 1805283, 1835131, 1419894, 1655217, 1573360, 1421988], 'answer_set': {1738136, 1490465, 1272739, 1421988, 1291185, 1655217, 1480253, 1685446, 1642567, 1330528, 1805283, 1717864, 1320812, 1573360, 1239409, 1599731, 1709813, 1419894, 1618297, 1835131}, 'ground_truth_set': {1656841}, 'retrieved_ground_truths': set(), 'missed_ground_truths': {1656841}, 'metrics': {'total_answers': 1, 'retrieved_count': 0, 'missed_count': 1, 'recall@50': 0.0, 'recall@20': 0.0, 'hit_at_1': 0.0, 'hit_at_5': 0.0, 'mrr': 0.0}, 'vss_merged_metrics': {'total_answers': 1, 'retrieved_count': 1, 'missed_count': 0, 'recall@50': 1.0, 'recall@20': 1.0, 'hit_at_1': 0.0, 'hit_at_5': 0.0, 'mrr': 0.05}}","[1618297, 1272739, 1330528, 1291185, 1642567, 1685446, 1738136, 1599731, 1480253, 1239409, 1709813, 1717864, 1320812, 1490465, 1805283, 1835131, 1419894, 1655217, 1573360, 1421988]","[1618297, 1272739, 1330528, 1291185, 1642567, 1685446, 1738136, 1599731, 1480253, 1239409, 1709813, 1717864, 1792207, 1371894, 1717678, 1841761, 1757319, 1792307, 1847048, 1656841]"
12017,"Search for publications co-authored by one of the authors of ""Astrophysical Rates for Explosive Nucleosynthesis: Stellar and Laboratory Rates for Exotic Nuclei"" that are within the realm of astrophysics or nuclear physics and include discussions on the configuration of fission reaction chambers for investigating nuclear reactions.","[1608952, 1264355, 1331695, 1466832, 1601684, 1659926, 1487512, 1574396, 1615838]",IN_PROGRESS,"{""A"": {""type"": [""paper""], ""lexical"": {""title"": ""Astrophysical Rates for Explosive Nucleosynthesis: Stellar and Laboratory Rates for Exotic Nuclei""}, ""semantic"": [], ""constant"": true}, ""B"": {""type"": [""author""], ""lexical"": {}, ""semantic"": [""co-author of Astrophysical Rates for Explosive Nucleosynthesis: Stellar and Laboratory Rates for Exotic Nuclei""], ""constant"": false}, ""C"": {""type"": [""field_of_study""], ""lexical"": {""name"": ""astrophysics""}, ""semantic"": [], ""constant"": true}, ""D"": {""type"": [""field_of_study""], ""lexical"": {""name"": ""nuclear physics""}, ""semantic"": [], ""constant"": true}, ""E"": {""type"": [""field_of_study""], ""lexical"": {}, ""semantic"": [""configuration of fission reaction chambers"", ""investigating nuclear reactions""], ""constant"": false}, ""ANSWER"": {""type"": [""paper""], ""lexical"": {}, ""semantic"": [""publications co-authored by one of the authors of Astrophysical Rates for Explosive Nucleosynthesis: Stellar and Laboratory Rates for Exotic Nuclei"", ""within the realm of astrophysics or nuclear physics"", ""discussions on the configuration of fission reaction chambers for investigating nuclear reactions""], ""constant"": false}}","{('B', 'A'): ['author___writes___paper'], ('B', 'ANSWER'): ['author___writes___paper'], ('A', 'C'): ['paper___has_topic___field_of_study'], ('A', 'D'): ['paper___has_topic___field_of_study'], ('ANSWER', 'C'): ['paper___has_topic___field_of_study'], ('ANSWER', 'D'): ['paper___has_topic___field_of_study'], ('ANSWER', 'E'): ['paper___has_topic___field_of_study']}","{'answer_list': [1554692, 1568804, 1232341, 1623750, 1383122, 1366659, 1424800, 1608951, 1454462, 1251909, 1671367, 1699401, 1384323, 1237761, 1499773, 1493236, 1543896, 1869129, 1573896, 1495511], 'answer_set': {1237761, 1366659, 1554692, 1384323, 1573896, 1424800, 1568804, 1251909, 1623750, 1671367, 1699401, 1869129, 1383122, 1232341, 1495511, 1543896, 1493236, 1608951, 1499773, 1454462}, 'ground_truth_set': {1264355, 1487512, 1331695, 1466832, 1601684, 1659926, 1608952, 1574396, 1615838}, 'retrieved_ground_truths': set(), 'missed_ground_truths': {1264355, 1487512, 1331695, 1466832, 1601684, 1659926, 1608952, 1574396, 1615838}, 'metrics': {'total_answers': 9, 'retrieved_count': 0, 'missed_count': 9, 'recall@50': 0.0, 'recall@20': 0.0, 'hit_at_1': 0.0, 'hit_at_5': 0.0, 'mrr': 0.0}, 'vss_merged_metrics': {'total_answers': 9, 'retrieved_count': 0, 'missed_count': 9, 'recall@50': 0.0, 'recall@20': 0.0, 'hit_at_1': 0.0, 'hit_at_5': 0.0, 'mrr': 0.0}}","[1554692, 1568804, 1232341, 1623750, 1383122, 1366659, 1424800, 1608951, 1454462, 1251909, 1671367, 1699401, 1384323, 1237761, 1499773, 1493236, 1543896, 1869129, 1573896, 1495511]","[1554692, 1568804, 1232341, 1623750, 1383122, 1366659, 1424800, 1608951, 1454462, 1251909, 1671367, 1699401, 1384323, 1237761, 1597864, 1728942, 1253328, 1790092, 1311826, 1678076]"
12097,"Are there any papers with a shared authorship on ""Ploughing friction on wet and dry sand"", within the same research domain, that also explore the turbulence structure in complex fluids?","[1598185, 1454075]",IN_PROGRESS,"{""A"": {""type"": [""paper""], ""lexical"": {""title"": ""Ploughing friction on wet and dry sand""}, ""semantic"": [], ""constant"": true}, ""B"": {""type"": [""author""], ""lexical"": {}, ""semantic"": [], ""constant"": false}, ""C"": {""type"": [""field_of_study""], ""lexical"": {}, ""semantic"": [""research domain"", ""turbulence structure in complex fluids""], ""constant"": false}, ""ANSWER"": {""type"": [""paper""], ""lexical"": {}, ""semantic"": [""shared authorship"", ""same research domain"", ""explore the turbulence structure in complex fluids""], ""constant"": false}}","{('B', 'A'): ['author___writes___paper'], ('B', 'ANSWER'): ['author___writes___paper'], ('A', 'C'): ['paper___has_topic___field_of_study'], ('ANSWER', 'C'): ['paper___has_topic___field_of_study']}","{'answer_list': [1476250, 1270096, 1542104, 1594744, 1620800, 1598185, 1454075, 1843823, 1841453, 1827250, 1599744, 1462350, 1173976, 1566792, 1423700, 1732419, 1501381, 1685377, 1602565, 1435078], 'answer_set': {1599744, 1685377, 1602565, 1476250, 1841453, 1827250, 1620800, 1732419, 1501381, 1435078, 1566792, 1462350, 1270096, 1423700, 1173976, 1542104, 1598185, 1843823, 1594744, 1454075}, 'ground_truth_set': {1598185, 1454075}, 'retrieved_ground_truths': {1598185, 1454075}, 'missed_ground_truths': set(), 'metrics': {'total_answers': 2, 'retrieved_count': 2, 'missed_count': 0, 'recall@50': 1.0, 'recall@20': 1.0, 'hit_at_1': 0.0, 'hit_at_5': 0.0, 'mrr': 0.16666666666666666}, 'vss_merged_metrics': {'total_answers': 2, 'retrieved_count': 2, 'missed_count': 0, 'recall@50': 1.0, 'recall@20': 1.0, 'hit_at_1': 0.0, 'hit_at_5': 0.0, 'mrr': 0.16666666666666666}}","[1476250, 1270096, 1542104, 1594744, 1620800, 1598185, 1454075, 1843823, 1841453, 1827250, 1599744, 1462350, 1173976, 1566792, 1423700, 1732419, 1501381, 1685377, 1602565, 1435078]","[1476250, 1270096, 1542104, 1594744, 1620800, 1598185, 1454075, 1843823, 1841453, 1827250, 1599744, 1462350, 1837802, 1278353, 1381056, 1531347, 1260880, 1735803, 1328681, 1677061]"
6870,Could you find me the publications written by Zi-Yu Chen that delve into the experimental results of laser wakefield acceleration?,"[1491648, 1185632, 1447781]",IN_PROGRESS,"{""A"": {""type"": [""author""], ""lexical"": {""name"": ""Zi-Yu Chen""}, ""semantic"": [], ""constant"": true}, ""B"": {""type"": [""field_of_study""], ""lexical"": {""name"": ""laser wakefield acceleration""}, ""semantic"": [], ""constant"": true}, ""ANSWER"": {""type"": [""paper""], ""lexical"": {}, ""semantic"": [""publications"", ""experimental results"", ""written by Zi-Yu Chen""], ""constant"": false}}","{('A', 'ANSWER'): ['author___writes___paper'], ('ANSWER', 'B'): ['paper___has_topic___field_of_study']}","{'answer_list': [1447781, 1185632, 1578689, 1491648, 1503298, 1645753, 1483187, 1493446, 1770316, 1358614, 1713104, 1617630, 1714679, 1771645, 1509184, 1856293, 1473709, 1779288, 1743426, 1585816], 'answer_set': {1358614, 1585816, 1856293, 1473709, 1483187, 1645753, 1491648, 1578689, 1503298, 1509184, 1743426, 1493446, 1770316, 1713104, 1779288, 1617630, 1185632, 1447781, 1714679, 1771645}, 'ground_truth_set': {1491648, 1185632, 1447781}, 'retrieved_ground_truths': {1491648, 1185632, 1447781}, 'missed_ground_truths': set(), 'metrics': {'total_answers': 3, 'retrieved_count': 3, 'missed_count': 0, 'recall@50': 1.0, 'recall@20': 1.0, 'hit_at_1': 1.0, 'hit_at_5': 1.0, 'mrr': 1.0}, 'vss_merged_metrics': {'total_answers': 3, 'retrieved_count': 3, 'missed_count': 0, 'recall@50': 1.0, 'recall@20': 1.0, 'hit_at_1': 1.0, 'hit_at_5': 1.0, 'mrr': 1.0}}","[1447781, 1185632, 1578689, 1491648, 1503298, 1645753, 1483187, 1493446, 1770316, 1358614, 1713104, 1617630, 1714679, 1771645, 1509184, 1856293, 1473709, 1779288, 1743426, 1585816]","[1447781, 1185632, 1578689, 1491648, 1503298, 1645753, 1483187, 1493446, 1770316, 1358614, 1713104, 1617630, 1687234, 1799453, 1219092, 1240061, 1282860, 1704103, 1816137, 1284046]"
2597,"Are there any studies from the University of Louisiana at Monroe exploring the field of Mesoscale convective complex, particularly those comparing observed and simulated storm profiles?",[1408997],IN_PROGRESS,"{""A"": {""type"": [""institution""], ""lexical"": {""name"": ""University of Louisiana at Monroe""}, ""semantic"": [], ""constant"": true}, ""B"": {""type"": [""field_of_study""], ""lexical"": {""name"": ""Mesoscale convective complex""}, ""semantic"": [], ""constant"": true}, ""C"": {""type"": [""author""], ""lexical"": {}, ""semantic"": [], ""constant"": false}, ""ANSWER"": {""type"": [""paper""], ""lexical"": {}, ""semantic"": [""studies"", ""comparing observed and simulated storm profiles""], ""constant"": false}}","{('A', 'C'): ['author___affiliated_with___institution'], ('C', 'ANSWER'): ['author___writes___paper'], ('ANSWER', 'B'): ['paper___has_topic___field_of_study']}","{'answer_list': [1408997, 1654254, 1215633, 1444564, 1650023, 1449980, 1416115, 1393156, 1285275, 1725045, 1571140, 1711758, 1175266, 1747845, 1319365, 1616179, 1585579, 1711464, 1285326, 1282623], 'answer_set': {1393156, 1747845, 1711758, 1215633, 1285275, 1585579, 1416115, 1616179, 1282623, 1571140, 1319365, 1285326, 1444564, 1175266, 1408997, 1650023, 1711464, 1654254, 1725045, 1449980}, 'ground_truth_set': {1408997}, 'retrieved_ground_truths': {1408997}, 'missed_ground_truths': set(), 'metrics': {'total_answers': 1, 'retrieved_count': 1, 'missed_count': 0, 'recall@50': 1.0, 'recall@20': 1.0, 'hit_at_1': 1.0, 'hit_at_5': 1.0, 'mrr': 1.0}, 'vss_merged_metrics': {'total_answers': 1, 'retrieved_count': 1, 'missed_count': 0, 'recall@50': 1.0, 'recall@20': 1.0, 'hit_at_1': 1.0, 'hit_at_5': 1.0, 'mrr': 1.0}}","[1408997, 1654254, 1215633, 1444564, 1650023, 1449980, 1416115, 1393156, 1285275, 1725045, 1571140, 1711758, 1175266, 1747845, 1319365, 1616179, 1585579, 1711464, 1285326, 1282623]","[1408997, 1654254, 1215633, 1444564, 1650023, 1449980, 1416115, 1393156, 1285275, 1725045, 1571140, 1711758, 1738569, 1590490, 1348024, 1767579, 1465536, 1329253, 1662479, 1615191]"
7878,Publications by Northern Research Institute on radar imaging of auroral phenomena,"[1209682, 1377055]",IN_PROGRESS,"{""A"": {""type"": [""institution""], ""lexical"": {""name"": ""Northern Research Institute""}, ""semantic"": [], ""constant"": true}, ""B"": {""type"": [""field_of_study""], ""lexical"": {""name"": ""radar imaging of auroral phenomena""}, ""semantic"": [], ""constant"": true}, ""ANSWER"": {""type"": [""paper""], ""lexical"": {}, ""semantic"": [""Publications""], ""constant"": false}}","{('A', 'ANSWER'): ['author___affiliated_with___institution'], ('ANSWER', 'B'): ['paper___has_topic___field_of_study']}","{'answer_list': [1798867, 1458861, 1300391, 1565475, 1595677, 1348989, 1570627, 1711553, 1726874, 1752202, 1294010, 1643996, 1661626, 1228121, 1370678, 1781793, 1716134, 1372118, 1682943, 1564189], 'answer_set': {1752202, 1726874, 1595677, 1564189, 1781793, 1565475, 1716134, 1300391, 1458861, 1370678, 1661626, 1294010, 1711553, 1570627, 1798867, 1372118, 1228121, 1643996, 1348989, 1682943}, 'ground_truth_set': {1209682, 1377055}, 'retrieved_ground_truths': set(), 'missed_ground_truths': {1209682, 1377055}, 'metrics': {'total_answers': 2, 'retrieved_count': 0, 'missed_count': 2, 'recall@50': 0.0, 'recall@20': 0.0, 'hit_at_1': 0.0, 'hit_at_5': 0.0, 'mrr': 0.0}, 'vss_merged_metrics': {'total_answers': 2, 'retrieved_count': 0, 'missed_count': 2, 'recall@50': 0.0, 'recall@20': 0.0, 'hit_at_1': 0.0, 'hit_at_5': 0.0, 'mrr': 0.0}}","[1798867, 1458861, 1300391, 1565475, 1595677, 1348989, 1570627, 1711553, 1726874, 1752202, 1294010, 1643996, 1661626, 1228121, 1370678, 1781793, 1716134, 1372118, 1682943, 1564189]","[1798867, 1458861, 1300391, 1565475, 1595677, 1348989, 1570627, 1711553, 1726874, 1752202, 1294010, 1643996, 1192990, 1421021, 1424448, 1706916, 1197906, 1193950, 1678739, 1285230]"
789,"Show me the papers written by co-authors of 'Resolution modeling in PET imaging: Theory, practice, benefits, and pitfalls' that focus on the use of tapered scintillator arrays for resolution enhancement.","[1458144, 1458680, 1654940]",IN_PROGRESS,"{""A"": {""type"": [""paper""], ""lexical"": {""title"": ""Resolution modeling in PET imaging: Theory, practice, benefits, and pitfalls""}, ""semantic"": [], ""constant"": true}, ""B"": {""type"": [""author""], ""lexical"": {}, ""semantic"": [""co-authors of 'Resolution modeling in PET imaging: Theory, practice, benefits, and pitfalls'""], ""constant"": false}, ""C"": {""type"": [""field_of_study""], ""lexical"": {}, ""semantic"": [""use of tapered scintillator arrays for resolution enhancement""], ""constant"": false}, ""ANSWER"": {""type"": [""paper""], ""lexical"": {}, ""semantic"": [""papers written by co-authors of 'Resolution modeling in PET imaging: Theory, practice, benefits, and pitfalls'"", ""use of tapered scintillator arrays for resolution enhancement""], ""constant"": false}}","{('B', 'A'): ['author___writes___paper'], ('B', 'ANSWER'): ['author___writes___paper'], ('ANSWER', 'C'): ['paper___has_topic___field_of_study']}","{'answer_list': [1451019, 1683211, 1558788, 1369290, 1411993, 1531950, 1494014, 1249660, 1269667, 1193067, 1742112, 1571547, 1657678, 1394435, 1448591, 1525817, 1253227, 1481534, 1497679, 1582531], 'answer_set': {1394435, 1558788, 1683211, 1451019, 1448591, 1411993, 1742112, 1269667, 1531950, 1525817, 1481534, 1582531, 1369290, 1657678, 1497679, 1571547, 1193067, 1253227, 1249660, 1494014}, 'ground_truth_set': {1458144, 1458680, 1654940}, 'retrieved_ground_truths': set(), 'missed_ground_truths': {1458144, 1458680, 1654940}, 'metrics': {'total_answers': 3, 'retrieved_count': 0, 'missed_count': 3, 'recall@50': 0.0, 'recall@20': 0.0, 'hit_at_1': 0.0, 'hit_at_5': 0.0, 'mrr': 0.0}, 'vss_merged_metrics': {'total_answers': 3, 'retrieved_count': 1, 'missed_count': 2, 'recall@50': 0.3333333333333333, 'recall@20': 0.3333333333333333, 'hit_at_1': 0.0, 'hit_at_5': 0.0, 'mrr': 0.07142857142857142}}","[1451019, 1683211, 1558788, 1369290, 1411993, 1531950, 1494014, 1249660, 1269667, 1193067, 1742112, 1571547, 1657678, 1394435, 1448591, 1525817, 1253227, 1481534, 1497679, 1582531]","[1451019, 1683211, 1558788, 1369290, 1411993, 1531950, 1494014, 1249660, 1269667, 1193067, 1742112, 1571547, 1403987, 1458680, 1480636, 1615518, 1516275, 1543067, 1562594, 1471164]"
12884,Show articles by Jeng-Lung Chen on enhancing thermoelectric performance with indium doping.,[1213866],IN_PROGRESS,"{""A"": {""type"": [""author""], ""lexical"": {""name"": ""Jeng-Lung Chen""}, ""semantic"": [], ""constant"": true}, ""B"": {""type"": [""field_of_study""], ""lexical"": {""name"": ""thermoelectric performance""}, ""semantic"": [], ""constant"": true}, ""C"": {""type"": [""field_of_study""], ""lexical"": {""name"": ""indium doping""}, ""semantic"": [], ""constant"": true}, ""ANSWER"": {""type"": [""paper""], ""lexical"": {}, ""semantic"": [""enhancing thermoelectric performance with indium doping"", ""articles by Jeng-Lung Chen""], ""constant"": false}}","{('A', 'ANSWER'): ['author___writes___paper'], ('ANSWER', 'B'): ['paper___has_topic___field_of_study'], ('ANSWER', 'C'): ['paper___has_topic___field_of_study']}","{'answer_list': [1213866, 1707973, 1485768, 1801081, 1261626, 1412390, 1814491, 1715262, 1444644, 1669192, 1258837, 1392801, 1243452, 1324105, 1520234, 1552076, 1867941, 1341611, 1408076, 1267884], 'answer_set': {1392801, 1444644, 1867941, 1412390, 1213866, 1341611, 1267884, 1261626, 1243452, 1715262, 1707973, 1485768, 1669192, 1324105, 1552076, 1408076, 1258837, 1814491, 1520234, 1801081}, 'ground_truth_set': {1213866}, 'retrieved_ground_truths': {1213866}, 'missed_ground_truths': set(), 'metrics': {'total_answers': 1, 'retrieved_count': 1, 'missed_count': 0, 'recall@50': 1.0, 'recall@20': 1.0, 'hit_at_1': 1.0, 'hit_at_5': 1.0, 'mrr': 1.0}, 'vss_merged_metrics': {'total_answers': 1, 'retrieved_count': 1, 'missed_count': 0, 'recall@50': 1.0, 'recall@20': 1.0, 'hit_at_1': 1.0, 'hit_at_5': 1.0, 'mrr': 1.0}}","[1213866, 1707973, 1485768, 1801081, 1261626, 1412390, 1814491, 1715262, 1444644, 1669192, 1258837, 1392801, 1243452, 1324105, 1520234, 1552076, 1867941, 1341611, 1408076, 1267884]","[1213866, 1707973, 1485768, 1801081, 1261626, 1412390, 1814491, 1715262, 1444644, 1669192, 1258837, 1392801, 1366145, 1681226, 1451926, 1480758, 1172886, 1243452, 1754271, 1476323]"
4082,"Can you find other papers that explore the analog performance aspects of tunnel field-effect transistors and have either cited or been referenced by the study titled ""Impact of the NW-TFET Diameter on the Efficiency and the Intrinsic Voltage Gain From a Conduction Regime Perspective""?","[1604481, 1665063, 1346510, 1516049, 1208697]",IN_PROGRESS,"{""A"": {""type"": [""paper""], ""lexical"": {""title"": ""Impact of the NW-TFET Diameter on the Efficiency and the Intrinsic Voltage Gain From a Conduction Regime Perspective""}, ""semantic"": [], ""constant"": true}, ""B"": {""type"": [""field_of_study""], ""lexical"": {""name"": ""tunnel field-effect transistors""}, ""semantic"": [""analog performance aspects""], ""constant"": true}, ""C"": {""type"": [""author""], ""lexical"": {}, ""semantic"": [], ""constant"": false}, ""ANSWER"": {""type"": [""paper""], ""lexical"": {}, ""semantic"": [""explore the analog performance aspects of tunnel field-effect transistors"", ""cited or been referenced by the study""], ""constant"": false}}","{('A', 'B'): ['paper___has_topic___field_of_study'], ('A', 'ANSWER'): ['paper___cites___paper'], ('ANSWER', 'A'): ['paper___cites___paper'], ('ANSWER', 'B'): ['paper___has_topic___field_of_study'], ('C', 'A'): ['author___writes___paper'], ('C', 'ANSWER'): ['author___writes___paper']}","{'answer_list': [1604481, 1183274, 1492125, 1373538, 1465762, 1409316, 1460504, 1250951, 1772947, 1445498, 1343179, 1183240, 1764874, 1665063, 1393446, 1217436, 1516049, 1346510, 1208697, 1380866], 'answer_set': {1604481, 1380866, 1250951, 1183240, 1764874, 1516049, 1772947, 1460504, 1217436, 1492125, 1465762, 1409316, 1393446, 1665063, 1183274, 1343179, 1346510, 1373538, 1208697, 1445498}, 'ground_truth_set': {1604481, 1665063, 1346510, 1516049, 1208697}, 'retrieved_ground_truths': {1604481, 1665063, 1346510, 1516049, 1208697}, 'missed_ground_truths': set(), 'metrics': {'total_answers': 5, 'retrieved_count': 5, 'missed_count': 0, 'recall@50': 1.0, 'recall@20': 1.0, 'hit_at_1': 1.0, 'hit_at_5': 1.0, 'mrr': 1.0}, 'vss_merged_metrics': {'total_answers': 5, 'retrieved_count': 2, 'missed_count': 3, 'recall@50': 0.4, 'recall@20': 0.4, 'hit_at_1': 1.0, 'hit_at_5': 1.0, 'mrr': 1.0}}","[1604481, 1183274, 1492125, 1373538, 1465762, 1409316, 1460504, 1250951, 1772947, 1445498, 1343179, 1183240, 1764874, 1665063, 1393446, 1217436, 1516049, 1346510, 1208697, 1380866]","[1604481, 1183274, 1492125, 1373538, 1465762, 1409316, 1460504, 1250951, 1772947, 1445498, 1343179, 1183240, 1676537, 1328936, 1665063, 1728391, 1714733, 1745499, 1481025, 1727730]"
12107,"Show me articles on Arxiv related to the Mass-Luminosity relationship, focusing on studies that estimate stellar mass and age.","[1357565, 1558631]",IN_PROGRESS,"{""A"": {""type"": [""field_of_study""], ""lexical"": {""name"": ""Mass-Luminosity relationship""}, ""semantic"": [], ""constant"": true}, ""B"": {""type"": [""institution""], ""lexical"": {""name"": ""Arxiv""}, ""semantic"": [], ""constant"": true}, ""C"": {""type"": [""author""], ""lexical"": {}, ""semantic"": [], ""constant"": false}, ""ANSWER"": {""type"": [""paper""], ""lexical"": {}, ""semantic"": [""articles"", ""studies that estimate stellar mass and age""], ""constant"": false}}","{('C', 'ANSWER'): ['author___writes___paper'], ('ANSWER', 'A'): ['paper___has_topic___field_of_study'], ('C', 'B'): ['author___affiliated_with___institution'], ('ANSWER', 'B'): ['paper___cites___paper']}","{'answer_list': [1558631, 1357565, 1595287, 1616193, 1703344, 1626357, 1348528, 1210085, 1332519, 1217151, 1527527, 1480830, 1501261, 1436433, 1380405, 1517446, 1671491, 1483487, 1241409, 1493340], 'answer_set': {1517446, 1436433, 1595287, 1332519, 1703344, 1348528, 1380405, 1616193, 1241409, 1671491, 1501261, 1493340, 1483487, 1210085, 1558631, 1527527, 1626357, 1357565, 1480830, 1217151}, 'ground_truth_set': {1357565, 1558631}, 'retrieved_ground_truths': {1357565, 1558631}, 'missed_ground_truths': set(), 'metrics': {'total_answers': 2, 'retrieved_count': 2, 'missed_count': 0, 'recall@50': 1.0, 'recall@20': 1.0, 'hit_at_1': 1.0, 'hit_at_5': 1.0, 'mrr': 1.0}, 'vss_merged_metrics': {'total_answers': 2, 'retrieved_count': 2, 'missed_count': 0, 'recall@50': 1.0, 'recall@20': 1.0, 'hit_at_1': 1.0, 'hit_at_5': 1.0, 'mrr': 1.0}}","[1558631, 1357565, 1595287, 1616193, 1703344, 1626357, 1348528, 1210085, 1332519, 1217151, 1527527, 1480830, 1501261, 1436433, 1380405, 1517446, 1671491, 1483487, 1241409, 1493340]","[1558631, 1357565, 1595287, 1616193, 1703344, 1626357, 1348528, 1210085, 1332519, 1217151, 1527527, 1480830, 1234929, 1583894, 1803141, 1425115, 1348707, 1351480, 1809755, 1747185]"
4648,"Are there any research papers from Kasetsart University on graphene plasmons, specifically tuning their infrared emission in the context of Graphene nanoribbons?",[1631965],IN_PROGRESS,"{""A"": {""type"": [""institution""], ""lexical"": {""name"": ""Kasetsart University""}, ""semantic"": [], ""constant"": true}, ""B"": {""type"": [""field_of_study""], ""lexical"": {""name"": ""graphene plasmons""}, ""semantic"": [], ""constant"": true}, ""C"": {""type"": [""field_of_study""], ""lexical"": {""name"": ""Graphene nanoribbons""}, ""semantic"": [], ""constant"": true}, ""ANSWER"": {""type"": [""paper""], ""lexical"": {}, ""semantic"": [""research papers"", ""tuning their infrared emission""], ""constant"": false}}","{('A', 'ANSWER'): ['author___affiliated_with___institution'], ('ANSWER', 'B'): ['paper___has_topic___field_of_study'], ('ANSWER', 'C'): ['paper___has_topic___field_of_study']}","{'answer_list': [1631965, 1495869, 1649271, 1777200, 1708753, 1175967, 1314527, 1479641, 1384692, 1321172, 1530725, 1742775, 1331329, 1513188, 1532518, 1454884, 1508191, 1747928, 1750751, 1629475], 'answer_set': {1331329, 1175967, 1629475, 1454884, 1777200, 1742775, 1495869, 1708753, 1321172, 1747928, 1479641, 1631965, 1314527, 1508191, 1750751, 1513188, 1530725, 1532518, 1384692, 1649271}, 'ground_truth_set': {1631965}, 'retrieved_ground_truths': {1631965}, 'missed_ground_truths': set(), 'metrics': {'total_answers': 1, 'retrieved_count': 1, 'missed_count': 0, 'recall@50': 1.0, 'recall@20': 1.0, 'hit_at_1': 1.0, 'hit_at_5': 1.0, 'mrr': 1.0}, 'vss_merged_metrics': {'total_answers': 1, 'retrieved_count': 1, 'missed_count': 0, 'recall@50': 1.0, 'recall@20': 1.0, 'hit_at_1': 1.0, 'hit_at_5': 1.0, 'mrr': 1.0}}","[1631965, 1495869, 1649271, 1777200, 1708753, 1175967, 1314527, 1479641, 1384692, 1321172, 1530725, 1742775, 1331329, 1513188, 1532518, 1454884, 1508191, 1747928, 1750751, 1629475]","[1631965, 1495869, 1649271, 1777200, 1708753, 1175967, 1314527, 1479641, 1384692, 1321172, 1530725, 1742775, 1404651, 1589818, 1709334, 1656988, 1766707, 1642636, 1789341, 1640941]"
6795,"Could you search for the papers discussing the effects of interface width that were referenced in the study ""Effect of viscosity and shear flow on the nonlinear two fluid interfacial structures""?",[1216406],IN_PROGRESS,"{""A"": {""type"": [""paper""], ""lexical"": {""title"": ""Effect of viscosity and shear flow on the nonlinear two fluid interfacial structures""}, ""semantic"": [], ""constant"": true}, ""B"": {""type"": [""field_of_study""], ""lexical"": {}, ""semantic"": [""interface width"", ""nonlinear two fluid interfacial structures""], ""constant"": false}, ""ANSWER"": {""type"": [""paper""], ""lexical"": {}, ""semantic"": [""effects of interface width"", ""referenced in the study""], ""constant"": false}}","{('A', 'ANSWER'): ['paper___cites___paper'], ('A', 'B'): ['paper___has_topic___field_of_study'], ('ANSWER', 'B'): ['paper___has_topic___field_of_study']}","{'answer_list': [1216406, 1385992, 1324314, 1861104, 1769717, 1776423, 1238974, 1226385, 1430551, 1793599, 1618981, 1855777, 1351466, 1295149, 1691542, 1486572, 1399130, 1713350, 1458688, 1263458], 'answer_set': {1458688, 1385992, 1226385, 1216406, 1430551, 1691542, 1324314, 1855777, 1618981, 1776423, 1351466, 1295149, 1238974, 1793599, 1713350, 1399130, 1263458, 1486572, 1861104, 1769717}, 'ground_truth_set': {1216406}, 'retrieved_ground_truths': {1216406}, 'missed_ground_truths': set(), 'metrics': {'total_answers': 1, 'retrieved_count': 1, 'missed_count': 0, 'recall@50': 1.0, 'recall@20': 1.0, 'hit_at_1': 1.0, 'hit_at_5': 1.0, 'mrr': 1.0}, 'vss_merged_metrics': {'total_answers': 1, 'retrieved_count': 1, 'missed_count': 0, 'recall@50': 1.0, 'recall@20': 1.0, 'hit_at_1': 1.0, 'hit_at_5': 1.0, 'mrr': 1.0}}","[1216406, 1385992, 1324314, 1861104, 1769717, 1776423, 1238974, 1226385, 1430551, 1793599, 1618981, 1855777, 1351466, 1295149, 1691542, 1486572, 1399130, 1713350, 1458688, 1263458]","[1216406, 1385992, 1324314, 1861104, 1769717, 1776423, 1238974, 1226385, 1430551, 1793599, 1618981, 1855777, 1278353, 1849269, 1496648, 1396598, 1325517, 1463698, 1346362, 1177484]"
