id,query,entities,relations
1792,"Seeking the gene that encodes for a type IV collagen subunit strengthening the extracellular matrix and shares a head-to-head configuration with a distinct type IV collagen gene, unified by a single promoter.","{""A"": {""type"": [""gene/protein""], ""lexical"": {""name"": ""type IV collagen gene""}, ""semantic"": [], ""constant"": true}, ""B"": {""type"": [""anatomy""], ""lexical"": {}, ""semantic"": [""extracellular matrix""], ""constant"": false}, ""ANSWER"": {""type"": [""gene/protein""], ""lexical"": {}, ""semantic"": [""encodes for a type IV collagen subunit"", ""strengthening the extracellular matrix"", ""shares a head-to-head configuration with a distinct type IV collagen gene"", ""unified by a single promoter""], ""constant"": false}}","{('ANSWER', 'B'): ['expression present'], ('A', 'ANSWER'): ['ppi', 'interacts with'], ('A', 'B'): ['expression present']}"
6213,Identify genes or proteins that interact with WIPF1 and are also linked to a common disease.,"{""A"": {""type"": [""gene/protein""], ""lexical"": {""name"": ""WIPF1""}, ""semantic"": [], ""constant"": true}, ""B"": {""type"": [""disease""], ""lexical"": {}, ""semantic"": [""common disease""], ""constant"": false}, ""ANSWER"": {""type"": [""gene/protein""], ""lexical"": {}, ""semantic"": [""interact with WIPF1"", ""linked to a common disease""], ""constant"": false}}","{('A', 'ANSWER'): ['interacts with', 'ppi', 'associated with'], ('ANSWER', 'B'): ['associated with', 'linked to'], ('A', 'B'): ['associated with', 'linked to']}"
475,"Which condition is associated with the PMP22 gene and presents with paresthesias, ataxia, and neuropathic pain after an infection?","{""A"": {""type"": [""gene/protein""], ""lexical"": {""name"": ""PMP22""}, ""semantic"": [], ""constant"": true}, ""B"": {""type"": [""effect/phenotype""], ""lexical"": {}, ""semantic"": [""paresthesias"", ""ataxia"", ""neuropathic pain""], ""constant"": false}, ""C"": {""type"": [""exposure""], ""lexical"": {}, ""semantic"": [""after an infection""], ""constant"": false}, ""ANSWER"": {""type"": [""disease""], ""lexical"": {}, ""semantic"": [""associated with the PMP22 gene"", ""presents with paresthesias, ataxia, and neuropathic pain"", ""after an infection""], ""constant"": false}}","{('A', 'ANSWER'): ['associated with', 'linked to'], ('B', 'ANSWER'): ['phenotype present', 'side effect'], ('C', 'ANSWER'): ['linked to']}"
9336,What are the phenotypic manifestations or effects associated with the subtype of chondroid hamartoma?,"{""A"": {""type"": [""disease""], ""lexical"": {""name"": ""chondroid hamartoma""}, ""semantic"": [""subtype of chondroid hamartoma""], ""constant"": true}, ""ANSWER"": {""type"": [""effect/phenotype""], ""lexical"": {}, ""semantic"": [""phenotypic manifestations or effects associated with the subtype of chondroid hamartoma""], ""constant"": false}}","{('A', 'ANSWER'): ['associated with', 'phenotype present']}"
10017,Which cellular structures come into contact with genes or proteins that are influenced by p-Coumaric acid?,"{""A"": {""type"": [""drug""], ""lexical"": {""name"": ""p-Coumaric acid""}, ""semantic"": [], ""constant"": true}, ""B"": {""type"": [""gene/protein""], ""lexical"": {}, ""semantic"": [""influenced by p-Coumaric acid""], ""constant"": false}, ""ANSWER"": {""type"": [""cellular_component""], ""lexical"": {}, ""semantic"": [""come into contact with genes or proteins"", ""influenced by p-Coumaric acid""], ""constant"": false}}","{('ANSWER', 'B'): ['interacts with'], ('A', 'B'): ['interacts with', 'target', 'carrier', 'transporter', 'enzyme']}"
6164,Which cell structures interact with the genetic or protein targets of the drug Linaclotide?,"{""A"": {""type"": [""drug""], ""lexical"": {""name"": ""Linaclotide""}, ""semantic"": [], ""constant"": true}, ""B"": {""type"": [""gene/protein""], ""lexical"": {}, ""semantic"": [""genetic or protein targets of the drug Linaclotide""], ""constant"": false}, ""ANSWER"": {""type"": [""cellular_component""], ""lexical"": {}, ""semantic"": [""interact with the genetic or protein targets of the drug Linaclotide""], ""constant"": false}}","{('A', 'B'): ['target', 'carrier', 'transporter', 'enzyme'], ('B', 'ANSWER'): ['interacts with']}"
10629,"Which cellular structures engage with genes or proteins affected by the compound 4,6-dideoxy-4-amino-alpha-D-glucose?","{""A"": {""type"": [""drug""], ""lexical"": {""name"": ""4,6-dideoxy-4-amino-alpha-D-glucose""}, ""semantic"": [], ""constant"": true}, ""B"": {""type"": [""gene/protein""], ""lexical"": {}, ""semantic"": [""affected by the compound 4,6-dideoxy-4-amino-alpha-D-glucose""], ""constant"": false}, ""ANSWER"": {""type"": [""cellular_component""], ""lexical"": {}, ""semantic"": [""engage with genes or proteins"", ""affected by the compound 4,6-dideoxy-4-amino-alpha-D-glucose""], ""constant"": false}}","{('ANSWER', 'B'): ['interacts with'], ('A', 'B'): ['target', 'carrier', 'transporter', 'enzyme']}"
904,Could you provide information on treatments available for C. diff colitis and clarify whether any of these medications could potentially lead to facial swelling as a side effect?,"{""A"": {""type"": [""disease""], ""lexical"": {""name"": ""C. diff colitis""}, ""semantic"": [], ""constant"": true}, ""B"": {""type"": [""effect/phenotype""], ""lexical"": {""name"": ""facial swelling""}, ""semantic"": [""side effect""], ""constant"": true}, ""ANSWER"": {""type"": [""drug""], ""lexical"": {}, ""semantic"": [""treatments available for C. diff colitis"", ""could potentially lead to facial swelling as a side effect""], ""constant"": false}}","{('A', 'ANSWER'): ['indication', 'contraindication', 'off-label use'], ('ANSWER', 'B'): ['side effect'], ('A', 'B'): ['phenotype present', 'associated with']}"
1342,Please find a gene or protein associated with Spinocerebellar Ataxia type 8 that also interacts within the cell nucleus.,"{""A"": {""type"": [""disease""], ""lexical"": {""name"": ""Spinocerebellar Ataxia type 8""}, ""semantic"": [], ""constant"": true}, ""B"": {""type"": [""cellular_component""], ""lexical"": {""name"": ""cell nucleus""}, ""semantic"": [], ""constant"": true}, ""ANSWER"": {""type"": [""gene/protein""], ""lexical"": {}, ""semantic"": [""associated with Spinocerebellar Ataxia type 8"", ""interacts within the cell nucleus""], ""constant"": false}}","{('A', 'ANSWER'): ['associated with', 'linked to'], ('ANSWER', 'B'): ['interacts with']}"
2085,What is the common upstream or downstream biological pathway shared by the 'Biosynthesis of DHA-derived SPMs' and the 'Biosynthesis of maresin conjugates in tissue regeneration (MCTR)'?,"{""A"": {""type"": [""pathway""], ""lexical"": {""name"": ""Biosynthesis of DHA-derived SPMs""}, ""semantic"": [], ""constant"": true}, ""B"": {""type"": [""pathway""], ""lexical"": {""name"": ""Biosynthesis of maresin conjugates in tissue regeneration (MCTR)""}, ""semantic"": [], ""constant"": true}, ""ANSWER"": {""type"": [""pathway""], ""lexical"": {}, ""semantic"": [""common upstream or downstream biological pathway"", ""shared by the 'Biosynthesis of DHA-derived SPMs' and the 'Biosynthesis of maresin conjugates in tissue regeneration (MCTR)'""], ""constant"": false}}","{('A', 'B'): ['interacts with', 'parent-child'], ('A', 'ANSWER'): ['interacts with', 'parent-child'], ('B', 'ANSWER'): ['interacts with', 'parent-child']}"
6632,Search for illnesses that have no drugs indicated for treatment and are related to the presence of Wormian bones.,"{""A"": {""type"": [""anatomy""], ""lexical"": {""name"": ""Wormian bones""}, ""semantic"": [], ""constant"": true}, ""ANSWER"": {""type"": [""disease""], ""lexical"": {}, ""semantic"": [""have no drugs indicated for treatment"", ""related to the presence of Wormian bones""], ""constant"": false}}","{('A', 'ANSWER'): ['associated with', 'linked to']}"
657,Can you give me a rundown of drugs effective against both UTIs and Mycoplasma pneumonia that have a molecular weight exactly at 558.52 Da?,"{""A"": {""type"": [""disease""], ""lexical"": {""name"": ""UTIs""}, ""semantic"": [], ""constant"": true}, ""B"": {""type"": [""disease""], ""lexical"": {""name"": ""Mycoplasma pneumonia""}, ""semantic"": [], ""constant"": true}, ""C"": {""type"": [""molecular_function""], ""lexical"": {""name"": ""molecular weight""}, ""semantic"": [""exactly at 558.52 Da""], ""constant"": true}, ""ANSWER"": {""type"": [""drug""], ""lexical"": {}, ""semantic"": [""effective against both UTIs and Mycoplasma pneumonia"", ""have a molecular weight exactly at 558.52 Da""], ""constant"": false}}","{('A', 'ANSWER'): ['indication', 'associated with'], ('B', 'ANSWER'): ['indication', 'associated with'], ('A', 'B'): ['associated with'], ('C', 'ANSWER'): ['associated with']}"
3478,What are the diseases similar or linked to Paradas congenital myopathy that also present with progressive muscle weakness?,"{""A"": {""type"": [""disease""], ""lexical"": {""name"": ""Paradas congenital myopathy""}, ""semantic"": [], ""constant"": true}, ""B"": {""type"": [""effect/phenotype""], ""lexical"": {}, ""semantic"": [""progressive muscle weakness""], ""constant"": false}, ""ANSWER"": {""type"": [""disease""], ""lexical"": {}, ""semantic"": [""similar or linked to Paradas congenital myopathy"", ""present with progressive muscle weakness""], ""constant"": false}}","{('A', 'ANSWER'): ['associated with', 'linked to'], ('B', 'ANSWER'): ['phenotype present'], ('A', 'B'): ['phenotype present']}"
2215,"What condition associated with the GPR68 gene could cause symptoms like long-term abdominal pain, consistent nausea, vomiting, and notable weight loss, coupled with ongoing inflammation and damage to the stomach lining?","{""A"": {""type"": [""gene/protein""], ""lexical"": {""name"": ""GPR68""}, ""semantic"": [], ""constant"": true}, ""ANSWER"": {""type"": [""disease""], ""lexical"": {}, ""semantic"": [""associated with the GPR68 gene"", ""cause symptoms like long-term abdominal pain"", ""consistent nausea"", ""vomiting"", ""notable weight loss"", ""ongoing inflammation and damage to the stomach lining""], ""constant"": false}}","{('A', 'ANSWER'): ['associated with', 'linked to']}"
7684,Identify proteins or genes that interact with Glycophorin A (GYPA) and are linked to a common disease.,"{""A"": {""type"": [""gene/protein""], ""lexical"": {""name"": ""Glycophorin A (GYPA)""}, ""semantic"": [], ""constant"": true}, ""B"": {""type"": [""disease""], ""lexical"": {}, ""semantic"": [""common disease""], ""constant"": false}, ""ANSWER"": {""type"": [""gene/protein""], ""lexical"": {}, ""semantic"": [""interact with Glycophorin A (GYPA)"", ""linked to a common disease""], ""constant"": false}}","{('A', 'ANSWER'): ['interacts with', 'ppi', 'associated with'], ('A', 'B'): ['associated with', 'linked to'], ('ANSWER', 'B'): ['associated with', 'linked to']}"
7107,Search for pathologies linked to cholecystokinin (CCK) that should not be treated with Tacrine.,"{""A"": {""type"": [""gene/protein""], ""lexical"": {""name"": ""cholecystokinin (CCK)""}, ""semantic"": [], ""constant"": true}, ""B"": {""type"": [""drug""], ""lexical"": {""name"": ""Tacrine""}, ""semantic"": [], ""constant"": true}, ""ANSWER"": {""type"": [""disease""], ""lexical"": {}, ""semantic"": [""linked to cholecystokinin (CCK)"", ""should not be treated with Tacrine""], ""constant"": false}}","{('A', 'ANSWER'): ['associated with', 'linked to'], ('B', 'ANSWER'): ['contraindication']}"
1926,Could you provide a list of immunosuppressant drugs that may lead to rashes and abdominal swelling as side effects?,"{""A"": {""type"": [""drug""], ""lexical"": {""name"": ""immunosuppressant drugs""}, ""semantic"": [], ""constant"": true}, ""B"": {""type"": [""effect/phenotype""], ""lexical"": {}, ""semantic"": [""rashes""], ""constant"": false}, ""C"": {""type"": [""effect/phenotype""], ""lexical"": {}, ""semantic"": [""abdominal swelling""], ""constant"": false}, ""ANSWER"": {""type"": [""drug""], ""lexical"": {}, ""semantic"": [""immunosuppressant drugs"", ""may lead to rashes as side effects"", ""may lead to abdominal swelling as side effects""], ""constant"": false}}","{('A', 'ANSWER'): ['synergistic interaction'], ('ANSWER', 'B'): ['side effect'], ('ANSWER', 'C'): ['side effect'], ('A', 'B'): ['side effect'], ('A', 'C'): ['side effect']}"
7879,"Could you provide a list of medications that, when combined with Astemizole, exhibit synergistic effects in treating allergic conjunctivitis, share the same indication, and are available in ophthalmic solution format for the management of allergic conjunctivitis?","{""A"": {""type"": [""drug""], ""lexical"": {""name"": ""Astemizole""}, ""semantic"": [], ""constant"": true}, ""B"": {""type"": [""disease""], ""lexical"": {""name"": ""allergic conjunctivitis""}, ""semantic"": [], ""constant"": true}, ""C"": {""type"": [""effect/phenotype""], ""lexical"": {}, ""semantic"": [""synergistic effects in treating allergic conjunctivitis""], ""constant"": false}, ""D"": {""type"": [""anatomy""], ""lexical"": {}, ""semantic"": [""ophthalmic solution format for the management of allergic conjunctivitis""], ""constant"": false}, ""ANSWER"": {""type"": [""drug""], ""lexical"": {}, ""semantic"": [""when combined with Astemizole"", ""exhibit synergistic effects in treating allergic conjunctivitis"", ""share the same indication as Astemizole"", ""available in ophthalmic solution format for the management of allergic conjunctivitis""], ""constant"": false}}","{('A', 'B'): ['indication', 'contraindication'], ('A', 'ANSWER'): ['synergistic interaction'], ('B', 'ANSWER'): ['indication', 'contraindication'], ('A', 'C'): ['side effect'], ('ANSWER', 'C'): ['side effect'], ('D', 'ANSWER'): ['expression present'], ('A', 'D'): ['expression present']}"
4026,What secondary disease arises due to metastasis from bladder cancer?,"{""A"": {""type"": [""disease""], ""lexical"": {""name"": ""bladder cancer""}, ""semantic"": [], ""constant"": true}, ""ANSWER"": {""type"": [""disease""], ""lexical"": {}, ""semantic"": [""arises due to metastasis from bladder cancer"", ""secondary disease""], ""constant"": false}}",{}
4945,"What is the diagnosis for a urogenital condition characterized by non-syndromic urinary tract malformations, presenting as duplicated penile structures, ranging from double glans to separate shafts, and potentially bundled with other congenital issues like urethral duplication, abnormal urination patterns, hypo- or epispadias, bifid scrotum, or bladder exstrophy?","{""A"": {""type"": [""anatomy""], ""lexical"": {""name"": ""urinary tract""}, ""semantic"": [""malformations""], ""constant"": false}, ""B"": {""type"": [""anatomy""], ""lexical"": {""name"": ""penile structures""}, ""semantic"": [""duplicated""], ""constant"": false}, ""C"": {""type"": [""disease""], ""lexical"": {""name"": ""hypo- or epispadias""}, ""semantic"": [], ""constant"": true}, ""D"": {""type"": [""disease""], ""lexical"": {""name"": ""bladder exstrophy""}, ""semantic"": [], ""constant"": true}, ""E"": {""type"": [""effect/phenotype""], ""lexical"": {}, ""semantic"": [""abnormal urination patterns""], ""constant"": false}, ""F"": {""type"": [""anatomy""], ""lexical"": {""name"": ""scrotum""}, ""semantic"": [""bifid""], ""constant"": false}, ""ANSWER"": {""type"": [""disease""], ""lexical"": {}, ""semantic"": [""urogenital condition"", ""non-syndromic urinary tract malformations"", ""duplicated penile structures"", ""double glans to separate shafts"", ""urethral duplication"", ""abnormal urination patterns"", ""hypo- or epispadias"", ""bifid scrotum"", ""bladder exstrophy""], ""constant"": false}}","{('A', 'ANSWER'): ['associated with', 'linked to'], ('B', 'ANSWER'): ['associated with', 'linked to'], ('C', 'ANSWER'): ['associated with', 'linked to'], ('D', 'ANSWER'): ['associated with', 'linked to'], ('E', 'ANSWER'): ['associated with', 'phenotype present'], ('F', 'ANSWER'): ['associated with', 'linked to'], ('A', 'B'): ['associated with'], ('A', 'C'): ['linked to'], ('A', 'D'): ['linked to'], ('A', 'E'): ['linked to'], ('A', 'F'): ['associated with'], ('B', 'C'): ['associated with'], ('B', 'D'): ['associated with'], ('B', 'E'): ['associated with'], ('B', 'F'): ['associated with'], ('C', 'D'): ['associated with'], ('C', 'E'): ['phenotype present'], ('C', 'F'): ['associated with'], ('D', 'E'): ['phenotype present'], ('D', 'F'): ['associated with'], ('E', 'F'): ['associated with']}"
6115,"Is the gene responsible for encoding the ATP-binding cassette transporter protein, which facilitates drug transport and exhibits a synergistic relationship with Trapidil, a member of the ABC superfamily of transporters?","{""A"": {""type"": [""gene/protein""], ""lexical"": {""name"": ""ATP-binding cassette transporter protein""}, ""semantic"": [], ""constant"": true}, ""B"": {""type"": [""drug""], ""lexical"": {""name"": ""Trapidil""}, ""semantic"": [], ""constant"": true}, ""C"": {""type"": [""gene/protein""], ""lexical"": {""name"": ""ABC superfamily of transporters""}, ""semantic"": [], ""constant"": true}, ""ANSWER"": {""type"": [""gene/protein""], ""lexical"": {}, ""semantic"": [""responsible for encoding the ATP-binding cassette transporter protein"", ""facilitates drug transport"", ""exhibits a synergistic relationship with Trapidil""], ""constant"": false}}","{('A', 'B'): ['interacts with', 'synergistic interaction'], ('A', 'C'): ['associated with'], ('ANSWER', 'B'): ['synergistic interaction', 'interacts with'], ('ANSWER', 'C'): ['associated with'], ('A', 'ANSWER'): ['ppi', 'interacts with']}"
3222,What are the solid-form drugs known to target the lysozyme (LYZ) gene or its protein?,"{""A"": {""type"": [""gene/protein""], ""lexical"": {""name"": ""lysozyme (LYZ)""}, ""semantic"": [], ""constant"": true}, ""ANSWER"": {""type"": [""drug""], ""lexical"": {""name"": ""solid-form drugs""}, ""semantic"": [""known to target the lysozyme (LYZ) gene or its protein""], ""constant"": false}}","{('ANSWER', 'A'): ['target', 'carrier', 'transporter', 'enzyme']}"
2937,"Can you supply a list of conditions that are related to both partial monosomy of chromosome 20p and Alagille syndrome, showing how they are connected or branched from these two disorders?","{""A"": {""type"": [""anatomy""], ""lexical"": {""name"": ""chromosome 20p""}, ""semantic"": [""partial monosomy""], ""constant"": true}, ""B"": {""type"": [""disease""], ""lexical"": {""name"": ""Alagille syndrome""}, ""semantic"": [], ""constant"": true}, ""ANSWER"": {""type"": [""disease""], ""lexical"": {}, ""semantic"": [""related to partial monosomy of chromosome 20p"", ""related to Alagille syndrome"", ""connected or branched from these two disorders""], ""constant"": false}}","{('A', 'ANSWER'): ['associated with', 'linked to'], ('B', 'ANSWER'): ['associated with', 'linked to'], ('A', 'B'): ['associated with', 'linked to']}"
10930,Which anatomical parts lack expression of genes or proteins implicated in the development of Ureteropelvic Junction Obstruction?,"{""A"": {""type"": [""disease""], ""lexical"": {""name"": ""Ureteropelvic Junction Obstruction""}, ""semantic"": [], ""constant"": true}, ""B"": {""type"": [""gene/protein""], ""lexical"": {}, ""semantic"": [""implicated in the development of Ureteropelvic Junction Obstruction""], ""constant"": false}, ""ANSWER"": {""type"": [""anatomy""], ""lexical"": {}, ""semantic"": [""lack expression of genes or proteins"", ""implicated in the development of Ureteropelvic Junction Obstruction""], ""constant"": false}}","{('ANSWER', 'B'): ['expression absent'], ('A', 'B'): ['associated with', 'linked to'], ('A', 'ANSWER'): ['associated with', 'linked to']}"
8278,Which gene encodes the neuropeptide FF receptor 1 that is not expressed in the corpus callosum and parietal lobe regions of the brain?,"{""A"": {""type"": [""gene/protein""], ""lexical"": {""name"": ""neuropeptide FF receptor 1""}, ""semantic"": [], ""constant"": true}, ""B"": {""type"": [""anatomy""], ""lexical"": {}, ""semantic"": [""corpus callosum"", ""parietal lobe regions of the brain""], ""constant"": false}, ""ANSWER"": {""type"": [""gene/protein""], ""lexical"": {}, ""semantic"": [""encodes the neuropeptide FF receptor 1"", ""not expressed in the corpus callosum and parietal lobe regions of the brain""], ""constant"": false}}","{('ANSWER', 'A'): ['associated with'], ('ANSWER', 'B'): ['expression absent'], ('A', 'B'): ['expression absent']}"
8939,Which gene or protein is not expressed in both the fallopian tube and amniotic fluid?,"{""A"": {""type"": [""anatomy""], ""lexical"": {""name"": ""fallopian tube""}, ""semantic"": [], ""constant"": true}, ""B"": {""type"": [""anatomy""], ""lexical"": {""name"": ""amniotic fluid""}, ""semantic"": [], ""constant"": true}, ""ANSWER"": {""type"": [""gene/protein""], ""lexical"": {}, ""semantic"": [""not expressed in both the fallopian tube and amniotic fluid""], ""constant"": false}}","{('A', 'ANSWER'): ['expression absent'], ('B', 'ANSWER'): ['expression absent']}"
3085,"Could you recommend treatments for ocular hypertension? Additionally, I'd like to know if respiratory issues are a typical side effect of these medications. Thank you!","{""A"": {""type"": [""disease""], ""lexical"": {""name"": ""ocular hypertension""}, ""semantic"": [], ""constant"": true}, ""B"": {""type"": [""effect/phenotype""], ""lexical"": {}, ""semantic"": [""respiratory issues""], ""constant"": false}, ""ANSWER"": {""type"": [""drug""], ""lexical"": {}, ""semantic"": [""treatments for ocular hypertension"", ""typical side effect of these medications""], ""constant"": false}}","{('A', 'ANSWER'): ['indication', 'target'], ('ANSWER', 'B'): ['side effect']}"
788,Can you find genes or proteins acting as Rho guanine nucleotide exchange factors involved in the RHOA GTPase cycle and linked to amyotrophic lateral sclerosis pathogenesis? Please generate a list from the database.,"{""A"": {""type"": [""gene/protein""], ""lexical"": {""name"": ""Rho guanine nucleotide exchange factors""}, ""semantic"": [], ""constant"": true}, ""B"": {""type"": [""gene/protein""], ""lexical"": {""name"": ""RHOA GTPase""}, ""semantic"": [], ""constant"": true}, ""C"": {""type"": [""disease""], ""lexical"": {""name"": ""amyotrophic lateral sclerosis""}, ""semantic"": [""amyotrophic lateral sclerosis pathogenesis""], ""constant"": true}, ""ANSWER"": {""type"": [""gene/protein""], ""lexical"": {}, ""semantic"": [""acting as Rho guanine nucleotide exchange factors"", ""involved in the RHOA GTPase cycle"", ""linked to amyotrophic lateral sclerosis pathogenesis""], ""constant"": false}}","{('A', 'B'): ['interacts with'], ('A', 'ANSWER'): ['ppi', 'interacts with'], ('B', 'ANSWER'): ['interacts with', 'ppi'], ('C', 'ANSWER'): ['associated with', 'linked to']}"
2392,"What condition is associated with arthrogryposis multiplex congenita and typically results in persistent bending of the fingers and toes, also known as camptodactyly?","{""A"": {""type"": [""disease""], ""lexical"": {""name"": ""arthrogryposis multiplex congenita""}, ""semantic"": [], ""constant"": true}, ""B"": {""type"": [""effect/phenotype""], ""lexical"": {""name"": ""camptodactyly""}, ""semantic"": [], ""constant"": true}, ""ANSWER"": {""type"": [""disease""], ""lexical"": {}, ""semantic"": [""associated with arthrogryposis multiplex congenita"", ""typically results in persistent bending of the fingers and toes"", ""also known as camptodactyly""], ""constant"": false}}","{('A', 'ANSWER'): ['associated with', 'linked to'], ('B', 'ANSWER'): ['phenotype present', 'associated with'], ('A', 'B'): ['associated with', 'linked to']}"
1634,Which drugs interact with the SLC22A5 transporter and also act upon the SLC6A8 gene/protein in their pharmacodynamics?,"{""A"": {""type"": [""gene/protein""], ""lexical"": {""name"": ""SLC22A5""}, ""semantic"": [], ""constant"": true}, ""B"": {""type"": [""gene/protein""], ""lexical"": {""name"": ""SLC6A8""}, ""semantic"": [], ""constant"": true}, ""ANSWER"": {""type"": [""drug""], ""lexical"": {}, ""semantic"": [""interact with the SLC22A5 transporter"", ""act upon the SLC6A8 gene/protein in their pharmacodynamics""], ""constant"": false}}","{('A', 'ANSWER'): ['interacts with', 'transporter'], ('B', 'ANSWER'): ['target', 'carrier', 'enzyme', 'interacts with']}"
6550,"Can someone provide information on any genes or proteins that engage in interactions with partners associated with the TET family (TET1, TET2, TET3) and TDG in the context of DNA demethylation, and also play a role in the regulation of nuclear cell division?","{""A"": {""type"": [""gene/protein""], ""lexical"": {""name"": ""TET1""}, ""semantic"": [], ""constant"": true}, ""B"": {""type"": [""gene/protein""], ""lexical"": {""name"": ""TET2""}, ""semantic"": [], ""constant"": true}, ""C"": {""type"": [""gene/protein""], ""lexical"": {""name"": ""TET3""}, ""semantic"": [], ""constant"": true}, ""D"": {""type"": [""gene/protein""], ""lexical"": {""name"": ""TDG""}, ""semantic"": [], ""constant"": true}, ""E"": {""type"": [""biological_process""], ""lexical"": {""name"": ""DNA demethylation""}, ""semantic"": [], ""constant"": true}, ""F"": {""type"": [""biological_process""], ""lexical"": {""name"": ""nuclear cell division""}, ""semantic"": [], ""constant"": true}, ""ANSWER"": {""type"": [""gene/protein""], ""lexical"": {}, ""semantic"": [""engage in interactions with partners associated with the TET family"", ""interact with TDG"", ""involved in DNA demethylation"", ""play a role in the regulation of nuclear cell division""], ""constant"": false}}","{('A', 'D'): ['interacts with', 'ppi', 'associated with'], ('B', 'D'): ['interacts with', 'ppi', 'associated with'], ('C', 'D'): ['interacts with', 'ppi', 'associated with'], ('A', 'B'): ['ppi', 'interacts with'], ('A', 'C'): ['ppi', 'interacts with'], ('B', 'C'): ['ppi', 'interacts with'], ('ANSWER', 'A'): ['interacts with', 'ppi', 'associated with'], ('ANSWER', 'B'): ['interacts with', 'ppi', 'associated with'], ('ANSWER', 'C'): ['interacts with', 'ppi', 'associated with'], ('ANSWER', 'D'): ['interacts with', 'ppi', 'associated with'], ('E', 'ANSWER'): ['interacts with'], ('F', 'ANSWER'): ['interacts with'], ('A', 'E'): ['interacts with'], ('B', 'E'): ['interacts with'], ('C', 'E'): ['interacts with'], ('D', 'E'): ['interacts with'], ('A', 'F'): ['interacts with'], ('B', 'F'): ['interacts with'], ('C', 'F'): ['interacts with'], ('D', 'F'): ['interacts with']}"
10489,Search for a biological pathway associated with the activation of gene expression by RORA that also involves an interaction with a common gene or protein.,"{""A"": {""type"": [""gene/protein""], ""lexical"": {""name"": ""RORA""}, ""semantic"": [], ""constant"": true}, ""B"": {""type"": [""gene/protein""], ""lexical"": {}, ""semantic"": [""common gene or protein"", ""interaction with RORA""], ""constant"": false}, ""ANSWER"": {""type"": [""pathway""], ""lexical"": {}, ""semantic"": [""associated with the activation of gene expression by RORA"", ""involves an interaction with a common gene or protein""], ""constant"": false}}","{('A', 'B'): ['interacts with', 'ppi', 'associated with'], ('A', 'ANSWER'): ['interacts with'], ('B', 'ANSWER'): ['interacts with']}"
4318,"Can you recommend medications effective against both amoebiasis, caused by Entamoeba histolytica, and helminthiasis?","{""A"": {""type"": [""disease""], ""lexical"": {""name"": ""amoebiasis""}, ""semantic"": [""caused by Entamoeba histolytica""], ""constant"": true}, ""B"": {""type"": [""gene/protein""], ""lexical"": {""name"": ""Entamoeba histolytica""}, ""semantic"": [], ""constant"": true}, ""C"": {""type"": [""disease""], ""lexical"": {""name"": ""helminthiasis""}, ""semantic"": [], ""constant"": true}, ""ANSWER"": {""type"": [""drug""], ""lexical"": {}, ""semantic"": [""effective against amoebiasis"", ""effective against helminthiasis"", ""effective against Entamoeba histolytica""], ""constant"": false}}","{('A', 'B'): ['associated with'], ('A', 'ANSWER'): ['indication', 'target'], ('C', 'ANSWER'): ['indication', 'target'], ('B', 'ANSWER'): ['target', 'carrier', 'transporter', 'enzyme']}"
2511,"Please locate genes or proteins that are involved in functional interactions with the Class C/3 signaling pathway, exhibit GPCR activity, are expressed in both smooth muscle and taste bud cells, and belong to the bitter taste receptor family.","{""A"": {""type"": [""pathway""], ""lexical"": {""name"": ""Class C/3 signaling pathway""}, ""semantic"": [], ""constant"": true}, ""B"": {""type"": [""molecular_function""], ""lexical"": {""name"": ""GPCR activity""}, ""semantic"": [], ""constant"": true}, ""C"": {""type"": [""anatomy""], ""lexical"": {}, ""semantic"": [""smooth muscle"", ""taste bud cells""], ""constant"": false}, ""D"": {""type"": [""gene/protein""], ""lexical"": {""name"": ""bitter taste receptor family""}, ""semantic"": [], ""constant"": true}, ""ANSWER"": {""type"": [""gene/protein""], ""lexical"": {}, ""semantic"": [""involved in functional interactions with the Class C/3 signaling pathway"", ""exhibit GPCR activity"", ""expressed in both smooth muscle and taste bud cells"", ""belong to the bitter taste receptor family""], ""constant"": false}}","{('A', 'ANSWER'): ['interacts with'], ('B', 'ANSWER'): ['interacts with'], ('C', 'ANSWER'): ['expression present'], ('D', 'ANSWER'): ['associated with']}"
363,What disease stems from Ascaridida infection and leads to blockage or rupture in the intestines?,"{""A"": {""type"": [""gene/protein""], ""lexical"": {}, ""semantic"": [""Ascaridida infection""], ""constant"": false}, ""B"": {""type"": [""anatomy""], ""lexical"": {""name"": ""intestines""}, ""semantic"": [], ""constant"": true}, ""ANSWER"": {""type"": [""disease""], ""lexical"": {}, ""semantic"": [""stems from Ascaridida infection"", ""leads to blockage or rupture in the intestines""], ""constant"": false}}","{('A', 'ANSWER'): ['associated with', 'linked to'], ('ANSWER', 'B'): ['phenotype present', 'associated with']}"
